,topology,method,gamma,c_clip,eps_iter,eps,sigma,sigma_cor,loss
0,ring,Corr,0.0017,1.5,0.004091434523681889,40.0,-1.0,-1.0,10.0
1,ring,Corr,0.0017,1.5,0.004145161728715115,40.356105286027514,4.737731169545951,149.0,0.3400802146755514
2,ring,Corr,0.0017,1.5,0.004093224056083185,40.01187876927162,5.329947565739194,114.0,0.2018783961272642
3,ring,Corr,0.0017,1.5,0.004185783675352016,40.62462671658671,5.922163961932438,94.0,0.13576804841498705
4,ring,Corr,0.0017,1.5,0.0041760870769732665,40.56058563309314,7.698813150512169,70.0,0.07843441526516727
5,ring,Corr,0.0017,1.5,0.004106356127429902,40.099010882834634,8.291029546705413,66.0,0.07048179843303534
6,ring,Corr,0.0017,1.5,0.004142010883139762,40.33525157446302,8.883245942898657,61.0,0.06532348355789284
7,ring,Corr,0.0017,1.5,0.004151770045195826,40.399829971265476,9.475462339091901,57.0,0.05827532021080198
8,ring,Corr,0.0017,1.5,0.004116251928826841,40.1646266662146,10.659895131478388,51.0,0.05168223138668772
9,ring,Corr,0.0017,1.5,0.004164090152306728,40.48130365869198,12.436544320058118,43.0,0.0467977966881094
10,ring,Corr,0.0017,1.5,0.004159888462438382,40.45352398753228,13.028760716251362,41.0,0.04192980926163452
