,topology,sigma,sigma-cor,epsilon
0,ring,0.0673801018555817,0.7007106306306305,10.318044088048728
1,ring,0.07515472899276421,0.5005104504504504,10.146687467731823
2,ring,0.09459129683572047,0.3003102702702703,10.769437206561554
3,ring,0.09847861040431172,0.3003102702702703,10.499219319516655
4,ring,0.10236592397290298,0.3003102702702703,10.248150223571837
5,ring,0.10625323754149422,0.3003102702702703,10.013920666113505
6,ring,0.19566144961909301,0.10011009009009009,10.994824791685177
7,ring,0.19954876318768427,0.10011009009009009,10.808260913718044
8,ring,0.20343607675627554,0.10011009009009009,10.627516504759685
9,ring,0.20732339032486677,0.10011009009009009,10.452324676599059
10,ring,0.21121070389345803,0.10011009009009009,10.282435372316804
11,ring,0.2150980174620493,0.10011009009009009,10.117613971692682
12,ring,0.23453458530500554,1e-05,10.967859455160337
13,ring,0.2384218988735968,1e-05,10.759878153118926
14,ring,0.24230921244218806,1e-05,10.559490574304714
15,ring,0.2461965260107793,1e-05,10.366294100641102
16,ring,0.2500838395793705,1e-05,10.179913774138177
