,topology,sigma,sigma-cor,epsilon,sigma-cdp,sigma-ldp
0,grid,0.059738367173836626,0.3103104072072072,20,0.05629192291380759,0.22516769165523037
1,grid,0.06318481143386567,0.23023032792792794,20,0.05629192291380759,0.22516769165523037
2,grid,0.0666312556938947,0.1901902882882883,20,0.05629192291380759,0.22516769165523037
3,grid,0.07007769995392374,0.1901902882882883,20,0.05629192291380759,0.22516769165523037
4,grid,0.07352414421395277,0.17017026846846847,20,0.05629192291380759,0.22516769165523037
5,grid,0.0769705884739818,0.15015024864864865,20,0.05629192291380759,0.22516769165523037
6,grid,0.08041703273401085,0.15015024864864865,20,0.05629192291380759,0.22516769165523037
7,grid,0.09075636551409796,0.13013022882882883,20,0.05629192291380759,0.22516769165523037
8,grid,0.094202809774127,0.13013022882882883,20,0.05629192291380759,0.22516769165523037
9,grid,0.09764925403415603,0.13013022882882883,20,0.05629192291380759,0.22516769165523037
10,grid,0.11143503107427218,0.11011020900900902,20,0.05629192291380759,0.22516769165523037
11,grid,0.11488147533430121,0.11011020900900902,20,0.05629192291380759,0.22516769165523037
12,grid,0.11832791959433026,0.11011020900900902,20,0.05629192291380759,0.22516769165523037
13,grid,0.12177436385435929,0.11011020900900902,20,0.05629192291380759,0.22516769165523037
14,grid,0.13900658515450448,0.0900901891891892,20,0.05629192291380759,0.22516769165523037
15,grid,0.1424530294145335,0.0900901891891892,20,0.05629192291380759,0.22516769165523037
16,grid,0.14589947367456252,0.0900901891891892,20,0.05629192291380759,0.22516769165523037
17,grid,0.14934591793459157,0.0900901891891892,20,0.05629192291380759,0.22516769165523037
18,grid,0.1527923621946206,0.0900901891891892,20,0.05629192291380759,0.22516769165523037
19,grid,0.1700245834947658,0.07007016936936937,20,0.05629192291380759,0.22516769165523037
20,grid,0.17347102775479484,0.07007016936936937,20,0.05629192291380759,0.22516769165523037
21,grid,0.17691747201482388,0.07007016936936937,20,0.05629192291380759,0.22516769165523037
22,grid,0.1803639162748529,0.07007016936936937,20,0.05629192291380759,0.22516769165523037
23,grid,0.19414969331496906,0.050050149549549554,20,0.05629192291380759,0.22516769165523037
24,grid,0.1975961375749981,0.050050149549549554,20,0.05629192291380759,0.22516769165523037
25,grid,0.2010425818350271,0.050050149549549554,20,0.05629192291380759,0.22516769165523037
26,grid,0.2079354703550852,0.030030129729729727,20,0.05629192291380759,0.22516769165523037
27,grid,0.21138191461511424,0.030030129729729727,20,0.05629192291380759,0.22516769165523037
28,grid,0.2148283588751433,0.030030129729729727,20,0.05629192291380759,0.22516769165523037
29,grid,0.22172124739520133,0.01001010990990991,20,0.05629192291380759,0.22516769165523037
30,grid,0.22516769165523037,1e-07,20,0.05629192291380759,0.22516769165523037
