,clip,sigma,sigma-cor,eps-iter,eps,sigma-cdp,sigma-ldp
0,3.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1,3.0,0.008469387755102042,0.027545090180360724,17065.599282464802,1.230302758468852,0.0020298105153606074,0.03247696824576972
2,3.0,0.008571428571428572,0.027545090180360724,16694.203883534537,1.1054309722191298,0.002052264880476966,0.032836238087631454
3,3.0,0.008673469387755102,0.02186372745490982,17139.18997848249,1.2558688114140797,0.002025448119665773,0.03240716991465237
4,3.0,0.008775510204081634,0.02186372745490982,16792.933362533266,1.1379345971634935,0.002046223120899082,0.032739569934385315
5,3.0,0.008877551020408164,0.02186372745490982,16458.5249586286,1.0299367494065392,0.002066906422267315,0.03307050275627704
6,3.0,0.008979591836734694,0.01906813627254509,16813.166210059473,1.1446584050000586,0.0020449915449190607,0.03271986471870497
7,3.0,0.009081632653061226,0.016272545090180363,17547.28980241532,1.4023052739266741,0.0020017564913690626,0.032028103861905
8,3.0,0.009183673469387754,0.016272545090180363,17244.170308780398,1.2927941015978608,0.0020192733714133517,0.03230837394261363
9,3.0,0.009285714285714286,0.016272545090180363,16950.91615559739,1.1909946340964093,0.002036665384101129,0.03258664614561806
10,3.0,0.009387755102040818,0.016272545090180363,16667.100051768477,1.0965975554491754,0.0020539328865005757,0.03286292618400921
11,3.0,0.009489795918367346,0.016272545090180363,16392.31755758924,1.0092712287574688,0.002071076259874899,0.03313722015799839
12,3.0,0.009591836734693878,0.014829659318637275,16901.42175745045,1.1742342836518669,0.0020396453060877416,0.032634324897403866
13,3.0,0.009693877551020408,0.01338677354709419,17670.32799312658,1.4479331054388642,0.001994775219465031,0.0319164035114405
14,3.0,0.009795918367346938,0.01338677354709419,17418.391109846667,1.3552225502556379,0.0020091494875829116,0.032146391801326585
15,3.0,0.00989795918367347,0.01338677354709419,17174.05334394257,1.2680727136567373,0.002023391243236149,0.03237425989177838
16,3.0,0.01,0.01338677354709419,16937.004852756025,1.1862712982002261,0.002037501625626132,0.03260002601001811
