,topology,sigma,sigma-cor,epsilon,sigma-cdp,sigma-ldp
0,grid,0.035054635182521915,0.1901902882882883,40,0.03303225238353027,0.13212900953412107
1,grid,0.04112178357949686,0.11011020900900902,40,0.03303225238353027,0.13212900953412107
2,grid,0.04516654917748016,0.0900901891891892,40,0.03303225238353027,0.13212900953412107
3,grid,0.04718893197647181,0.0900901891891892,40,0.03303225238353027,0.13212900953412107
4,grid,0.05527846317243841,0.07007016936936937,40,0.03303225238353027,0.13212900953412107
5,grid,0.05730084597143006,0.07007016936936937,40,0.03303225238353027,0.13212900953412107
6,grid,0.059323228770421704,0.07007016936936937,40,0.03303225238353027,0.13212900953412107
7,grid,0.06134561156941336,0.07007016936936937,40,0.03303225238353027,0.13212900953412107
8,grid,0.063367994368405,0.07007016936936937,40,0.03303225238353027,0.13212900953412107
9,grid,0.07954705676033819,0.050050149549549554,40,0.03303225238353027,0.13212900953412107
10,grid,0.08156943955932985,0.050050149549549554,40,0.03303225238353027,0.13212900953412107
11,grid,0.0835918223583215,0.050050149549549554,40,0.03303225238353027,0.13212900953412107
12,grid,0.08561420515731313,0.050050149549549554,40,0.03303225238353027,0.13212900953412107
13,grid,0.08763658795630479,0.050050149549549554,40,0.03303225238353027,0.13212900953412107
14,grid,0.08965897075529644,0.050050149549549554,40,0.03303225238353027,0.13212900953412107
15,grid,0.09168135355428808,0.050050149549549554,40,0.03303225238353027,0.13212900953412107
16,grid,0.09370373635327973,0.050050149549549554,40,0.03303225238353027,0.13212900953412107
17,grid,0.10988279874521292,0.030030129729729727,40,0.03303225238353027,0.13212900953412107
18,grid,0.11190518154420459,0.030030129729729727,40,0.03303225238353027,0.13212900953412107
19,grid,0.11392756434319623,0.030030129729729727,40,0.03303225238353027,0.13212900953412107
20,grid,0.11594994714218787,0.030030129729729727,40,0.03303225238353027,0.13212900953412107
21,grid,0.11797232994117954,0.030030129729729727,40,0.03303225238353027,0.13212900953412107
22,grid,0.12808424393613776,0.01001010990990991,40,0.03303225238353027,0.13212900953412107
23,grid,0.13010662673512943,0.01001010990990991,40,0.03303225238353027,0.13212900953412107
24,grid,0.13212900953412107,1e-07,40,0.03303225238353027,0.13212900953412107
