,topology,sigma,sigma-cor,epsilon,sigma-cdp,sigma-ldp
0,ring,1.1947673434767325,11.270498334100866,21.10804580395802,1.1258384582761518,4.503353833104607
1,ring,1.2636962286773132,9.828018654658615,20.66695719203366,1.1258384582761518,4.503353833104607
2,ring,1.332625113877894,8.430616465198934,20.693553910711184,1.1258384582761518,4.503353833104607
3,ring,1.4015539990784747,7.709376625477808,20.531240718317754,1.1258384582761518,4.503353833104607
4,ring,1.4704828842790554,7.033214275739253,20.580037404067888,1.1258384582761518,4.503353833104607
5,ring,1.539411769479636,6.311974436018127,20.973774963826788,1.1258384582761518,4.503353833104607
6,ring,1.6083406546802168,6.311974436018127,20.315530061698773,1.1258384582761518,4.503353833104607
7,ring,1.6772695398807975,5.6358120862795715,20.981424656141755,1.1258384582761518,4.503353833104607
8,ring,1.7461984250813782,5.6358120862795715,20.408455663775662,1.1258384582761518,4.503353833104607
9,ring,1.815127310281959,5.275192166419009,20.648399533001307,1.1258384582761518,4.503353833104607
10,ring,1.8840561954825397,4.914572246558446,20.990424877000333,1.1258384582761518,4.503353833104607
11,ring,1.9529850806831204,4.914572246558446,20.495199757122716,1.1258384582761518,4.503353833104607
12,ring,2.021913965883701,4.914572246558446,20.03023997790654,1.1258384582761518,4.503353833104607
13,ring,2.0908428510842816,4.553952326697883,20.48810019191506,1.1258384582761518,4.503353833104607
14,ring,2.1597717362848625,4.19333240683732,21.045043366908715,1.1258384582761518,4.503353833104607
15,ring,2.2287006214854435,4.19333240683732,20.60734378030365,1.1258384582761518,4.503353833104607
16,ring,2.297629506686024,4.19333240683732,20.19154771917448,1.1258384582761518,4.503353833104607
17,ring,2.3665583918866044,3.832712486976757,20.8431208469324,1.1258384582761518,4.503353833104607
18,ring,2.4354872770871854,3.832712486976757,20.438890131466124,1.1258384582761518,4.503353833104607
19,ring,2.5044161622877663,3.4720925671161944,21.192119060013432,1.1258384582761518,4.503353833104607
20,ring,2.573345047488347,3.4720925671161944,20.79260828858313,1.1258384582761518,4.503353833104607
21,ring,2.6422739326889273,3.4720925671161944,20.40984958876247,1.1258384582761518,4.503353833104607
22,ring,2.7112028178895082,3.4720925671161944,20.04268103553047,1.1258384582761518,4.503353833104607
23,ring,2.780131703090089,3.1114726472556313,20.867015503453487,1.1258384582761518,4.503353833104607
24,ring,2.8490605882906697,3.1114726472556313,20.496226970514844,1.1258384582761518,4.503353833104607
25,ring,2.91798947349125,3.1114726472556313,20.13932560613628,1.1258384582761518,4.503353833104607
26,ring,2.986918358691831,2.795930217377639,20.87579152560222,1.1258384582761518,4.503353833104607
27,ring,3.055847243892412,2.795930217377639,20.51355512232775,1.1258384582761518,4.503353833104607
28,ring,3.1247761290929925,2.795930217377639,20.163950625861602,1.1258384582761518,4.503353833104607
29,ring,3.193705014293573,2.4353102975170757,21.11050590551943,1.1258384582761518,4.503353833104607
30,ring,3.262633899494154,2.4353102975170757,20.745006598520266,1.1258384582761518,4.503353833104607
31,ring,3.331562784694735,2.4353102975170757,20.39159793234831,1.1258384582761518,4.503353833104607
32,ring,3.400491669895316,2.4353102975170757,20.049651131520562,1.1258384582761518,4.503353833104607
33,ring,3.469420555095896,2.074690377656513,20.99464064509168,1.1258384582761518,4.503353833104607
34,ring,3.538349440296477,2.074690377656513,20.631498208000423,1.1258384582761518,4.503353833104607
35,ring,3.6072783254970577,2.074690377656513,20.279862468727895,1.1258384582761518,4.503353833104607
36,ring,3.7451360958982187,1.71407045779595,20.82141247189358,1.1258384582761518,4.503353833104607
37,ring,3.8140649810987997,1.71407045779595,20.456737634173916,1.1258384582761518,4.503353833104607
38,ring,3.8829938662993806,1.3985280279179575,21.124065246297157,1.1258384582761518,4.503353833104607
39,ring,3.9519227514999615,1.3985280279179575,20.740378798150353,1.1258384582761518,4.503353833104607
40,ring,4.020851636700542,1.3985280279179575,20.36921035858069,1.1258384582761518,4.503353833104607
41,ring,4.0897805219011225,1.3985280279179575,20.00998905373538,1.1258384582761518,4.503353833104607
42,ring,4.1587094071017034,1.0379081080573946,20.608536349955116,1.1258384582761518,4.503353833104607
43,ring,4.227638292302284,0.6772881881968317,20.992653533328927,1.1258384582761518,4.503353833104607
44,ring,4.296567177502864,0.6772881881968317,20.590864858137294,1.1258384582761518,4.503353833104607
45,ring,4.365496062703445,0.6772881881968317,20.203332302916742,1.1258384582761518,4.503353833104607
46,ring,4.434424947904026,0.31666826833626865,20.260571496410957,1.1258384582761518,4.503353833104607
47,ring,4.503353833104607,0.0011258384582761517,19.999998441817837,1.1258384582761518,4.503353833104607
