,topology,sigma,sigma-cor,epsilon
0,ring,1.3476020371116342,12.512521261261261,10.546564493210155
1,ring,1.4253483084834593,12.512521261261261,10.005034114442852
2,ring,1.5030945798552842,9.309318378378379,10.396546415745842
3,ring,1.6585871225989344,7.7077169369369365,10.399455274031345
4,ring,1.7363333939707593,7.7077169369369365,10.068313689847345
5,ring,1.8140796653425844,6.906916216216216,10.298646648896524
6,ring,1.8918259367144095,6.206215585585586,10.58517792514006
7,ring,1.9695722080862346,6.206215585585586,10.318354352089626
8,ring,2.0473184794580597,6.206215585585586,10.070691804676771
9,ring,2.1250647508298846,5.4054148648648646,10.602115159507308
10,ring,2.2028110222017094,5.4054148648648646,10.370331039727935
11,ring,2.2805572935735348,5.4054148648648646,10.152083225146612
12,ring,2.436049836317185,4.6046141441441435,10.636111418819397
13,ring,2.51379610768901,4.6046141441441435,10.430432336035668
14,ring,2.5915423790608347,4.6046141441441435,10.234594450523925
15,ring,2.66928865043266,4.6046141441441435,10.047798924686258
16,ring,2.747034921804485,4.204213783783784,10.353206909382054
17,ring,2.8247811931763103,3.8038134234234233,10.70927007379189
18,ring,2.902527464548135,3.8038134234234233,10.521030545180377
19,ring,2.98027373591996,3.8038134234234233,10.340324363967001
20,ring,3.058020007291785,3.8038134234234233,10.166642380755276
21,ring,3.2135125500354356,3.4034130630630632,10.380244868618107
22,ring,3.2912588214072604,3.103112792792793,10.655917007214834
23,ring,3.3690050927790853,3.103112792792793,10.480611095177501
24,ring,3.44675136415091,3.103112792792793,10.31125944979244
25,ring,3.5244976355227355,3.103112792792793,10.147525844642706
26,ring,3.6799901782663857,2.7027124324324325,10.411411196990873
27,ring,3.7577364496382106,2.7027124324324325,10.246115988133544
28,ring,3.8354827210100355,2.302312072072072,10.69241998461748
29,ring,3.913228992381861,2.302312072072072,10.517559472440567
30,ring,3.9909752637536857,2.302312072072072,10.348046789015068
31,ring,4.068721535125511,2.302312072072072,10.183633000189015
32,ring,4.146467806497336,2.302312072072072,10.024085568161453
33,ring,4.301960349240986,1.9019117117117117,10.25433893366721
34,ring,4.3797066206128115,1.5015113513513514,10.619402151295986
35,ring,4.4574528919846355,1.5015113513513514,10.438305914409586
36,ring,4.535199163356461,1.5015113513513514,10.262875278333992
37,ring,4.612945434728286,1.5015113513513514,10.092859827761687
38,ring,4.768437977471937,0.7007106306306305,10.503995998120168
39,ring,4.846184248843761,0.7007106306306305,10.316408471154023
40,ring,4.9239305202155865,0.7007106306306305,10.135183014698882
