,topology,method,gamma,c_clip,eps_iter,eps,sigma,sigma_cor,loss
0,centralized,LDP,1e-05,1.0,0.003720956772344013,30,-1.0,-1,inf
1,centralized,LDP,1e-05,1.0,0.003720956772344013,30,23.18396355829473,0,9.842004773396217
2,centralized,LDP,1e-05,1.5,0.003720956772344013,30,34.775945337442096,0,9.759782636768957
3,centralized,LDP,1e-05,2.5,0.003720956772344013,30,57.95990889573683,0,9.6840985990294
4,centralized,LDP,1e-05,3.0,0.003720956772344013,30,69.55189067488419,0,9.658299375244106
5,centralized,LDP,1e-05,3.5,0.003720956772344013,30,81.14387245403157,0,9.531307909332137
6,centralized,LDP,1e-05,4.0,0.003720956772344013,30,92.73585423317893,0,9.500690430933922
7,centralized,LDP,2.782559402207126e-05,1.5,0.003720956772344013,30,34.775945337442096,0,9.375781563693737
8,centralized,LDP,2.782559402207126e-05,2.0,0.003720956772344013,30,46.36792711658946,0,9.212242633846982
9,centralized,LDP,2.782559402207126e-05,2.5,0.003720956772344013,30,57.95990889573683,0,9.162803365434165
10,centralized,LDP,2.782559402207126e-05,3.0,0.003720956772344013,30,69.55189067488419,0,9.116305606678322
11,centralized,LDP,2.782559402207126e-05,3.5,0.003720956772344013,30,81.14387245403157,0,8.886197120343871
12,centralized,LDP,2.782559402207126e-05,4.0,0.003720956772344013,30,92.73585423317893,0,8.343340363811484
13,centralized,LDP,7.742636826811278e-05,2.0,0.003720956772344013,30,46.36792711658946,0,8.213078528181686
14,centralized,LDP,7.742636826811278e-05,2.5,0.003720956772344013,30,57.95990889573683,0,7.6034783290006125
15,centralized,LDP,7.742636826811278e-05,3.5,0.003720956772344013,30,81.14387245403157,0,6.607796080384335
16,centralized,LDP,0.00021544346900318823,1.5,0.003720956772344013,30,34.775945337442096,0,6.290783988829987
17,centralized,LDP,0.00021544346900318823,2.0,0.003720956772344013,30,46.36792711658946,0,4.929365298385339
18,centralized,LDP,0.00021544346900318823,2.5,0.003720956772344013,30,57.95990889573683,0,4.232082363604535
19,centralized,LDP,0.00021544346900318823,3.0,0.003720956772344013,30,69.55189067488419,0,3.8232364850516958
20,centralized,LDP,0.00021544346900318823,3.5,0.003720956772344013,30,81.14387245403157,0,2.334974887554998
21,centralized,LDP,0.0005994842503189409,1.5,0.003720956772344013,30,34.775945337442096,0,1.1655611687638476
22,centralized,LDP,0.0005994842503189409,2.0,0.003720956772344013,30,46.36792711658946,0,1.00755284256073
23,centralized,LDP,0.0005994842503189409,2.5,0.003720956772344013,30,57.95990889573683,0,0.2181463470991746
24,centralized,LDP,0.0005994842503189409,3.5,0.003720956772344013,30,81.14387245403157,0,0.19463068720420656
25,centralized,LDP,0.0016681005372000592,1.0,0.003720956772344013,30,23.18396355829473,0,0.060976128710338036
