,topology,sigma,sigma-cor,epsilon
0,grid,0.0002916750926997164,0.0013757513178394188,7.219062370434307
1,grid,0.0003589847294765741,0.0006880130827614622,7.799349603072032
2,grid,0.0003758121386707885,0.0006880130827614622,7.5928714528547605
3,grid,0.0003926395478650029,0.0006880130827614622,7.406263061349755
4,grid,0.0004094669570592173,0.0006880130827614622,7.2365926841059665
5,grid,0.00042629436625343174,0.0006880130827614622,7.081446219736717
6,grid,0.0004936040030302894,0.0005147030475218171,7.918423688899703
7,grid,0.0005104314122245038,0.0005147030475218171,7.793286549827678
8,grid,0.0005272588214187183,0.0005147030475218171,7.6738248989006195
9,grid,0.0005440862306129327,0.0005147030475218171,7.5594305319394675
10,grid,0.0005609136398071471,0.0005147030475218171,7.44958629889564
11,grid,0.0005777410490013615,0.0005147030475218171,7.343850581467645
12,grid,0.0005945684581955758,0.0005147030475218171,7.241844681237833
13,grid,0.0007460151409435056,0.00034414396522248385,7.91815810683876
14,grid,0.00076284255013772,0.00034414396522248385,7.795954255645067
15,grid,0.0007796699593319344,0.00034414396522248385,7.676899184534467
16,grid,0.0007964973685261488,0.00034414396522248385,7.560882539899634
17,grid,0.0008133247777203632,0.00034414396522248385,7.447799778372859
18,grid,0.0008301521869145776,0.00034414396522248385,7.337551607467176
19,grid,0.000846979596108792,0.00034414396522248385,7.2300435104913925
20,grid,0.0008638070053030064,0.00034414396522248385,7.12518534064
21,grid,0.0008806344144972209,0.00034414396522248385,7.022890972045854
22,grid,0.0009311166420798641,0.00017083392998283877,7.874386204351776
23,grid,0.0009479440512740785,0.00017083392998283877,7.734089751377563
24,grid,0.0009647714604682928,0.00017083392998283877,7.598414684287711
25,grid,0.0009815988696625073,0.00017083392998283877,7.467148461039004
26,grid,0.0009984262788567217,0.00017083392998283877,7.340090707851013
27,grid,0.0010152536880509361,0.00017083392998283877,7.217052406188299
28,grid,0.0010320810972451505,0.00017083392998283877,7.097855140424693
29,grid,0.001048908506439365,8.555438883317214e-05,7.2713555102301495
30,grid,0.0010657359156335793,8.555438883317214e-05,7.145994064443833
31,grid,0.001082563324827794,8.555438883317214e-05,7.024789139754944
