,gamma,c_clip,eps_iter,eps,sigma_cdp,sigma_cor,loss_cdp,loss_cor
0,0.004,1,0.009546680555257741,40.0,-1.0,-1.0,10.0,10.0
1,0.004,1,0.009607141498686172,40.17188116628251,2.0677154006472365,66.0,3.6228641027296395e-05,0.3987160493763984
2,0.004,1,0.009653897537529994,40.304626369954434,2.326179825728141,49.0,8.924024910751587e-05,0.21345130091817216
3,0.004,1,0.009639314771418911,40.263240698987765,2.84310867588995,37.0,0.00021542983397269602,0.10847922526152062
4,0.004,1,0.009807319377974081,40.73914884623378,3.101573100970855,33.0,5.4886182978012105e-05,0.07989208080248879
5,0.004,1,0.009854439432224874,40.872281220139485,3.618501951132664,28.0,0.00018681066676751442,0.06280623729722476
6,0.004,1,0.009894496607473437,40.98534090968471,3.876966376213568,26.0,0.00013049493779008985,0.06177069385481328
7,0.004,1,0.009716077860556886,40.48092827589912,4.652359651456282,22.0,0.00044807386616909576,0.04224348935766843
8,0.004,1,0.009650571858570494,40.29518944094792,5.6862173517799,18.0,0.0010776465206926674,0.041241122154175275
9,0.004,1,0.009891400720982659,40.97660672846274,6.20314620194171,16.0,0.0011486201775524564,0.04085753101239466
10,0.004,1,0.009931644603694943,41.09009381468388,6.978539477184423,14.0,0.0005362062865868637,0.03525031557370105
