,clip,sigma,sigma-cor,eps-iter,eps,sigma-cdp,sigma-ldp
0,2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1,2,0.005,0.01906813627254509,25763.611340866246,5.137668128643134,0.0011013405795727636,0.017621449273164218
