,clip,sigma,sigma-cor,eps-iter,eps,sigma-cdp,sigma-ldp
0,2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1,2,0.005,0.009148296593186372,25498.28666862199,5.008926860775566,0.0011070557987937232,0.017712892780699572
