,topology,sigma,sigma-cor,epsilon
0,grid,2.9167509269971643,13.75751317839419,7.219062370434322
1,grid,3.589847294765741,6.8801308276146225,7.799349603072028
2,grid,3.758121386707885,6.8801308276146225,7.5928714528547605
3,grid,3.9263954786500292,6.8801308276146225,7.406263061349754
4,grid,4.094669570592173,6.8801308276146225,7.236592684105967
5,grid,4.262943662534317,6.8801308276146225,7.081446219736717
6,grid,4.936040030302894,5.1470304752181715,7.918423688899702
7,grid,5.104314122245038,5.1470304752181715,7.793286549827677
8,grid,5.2725882141871825,5.1470304752181715,7.6738248989006195
9,grid,5.4408623061293255,5.1470304752181715,7.559430531939469
10,grid,5.60913639807147,5.1470304752181715,7.449586298895639
11,grid,5.777410490013614,5.1470304752181715,7.343850581467645
12,grid,5.945684581955758,5.1470304752181715,7.241844681237833
13,grid,7.4601514094350545,3.4414396522248385,7.91815810683876
14,grid,7.628425501377199,3.4414396522248385,7.795954255645068
15,grid,7.796699593319344,3.4414396522248385,7.676899184534467
16,grid,7.964973685261487,3.4414396522248385,7.5608825398996355
17,grid,8.133247777203632,3.4414396522248385,7.447799778372859
18,grid,8.301521869145775,3.4414396522248385,7.337551607467177
19,grid,8.46979596108792,3.4414396522248385,7.230043510491393
20,grid,8.638070053030065,3.4414396522248385,7.125185340640001
21,grid,8.806344144972208,3.4414396522248385,7.022890972045856
22,grid,9.31116642079864,1.7083392998283877,7.874386204351776
23,grid,9.479440512740785,1.7083392998283877,7.734089751377562
24,grid,9.647714604682928,1.7083392998283877,7.598414684287711
25,grid,9.815988696625073,1.7083392998283877,7.467148461039004
26,grid,9.984262788567216,1.7083392998283877,7.340090707851014
27,grid,10.152536880509361,1.7083392998283877,7.2170524061883
28,grid,10.320810972451504,1.7083392998283877,7.097855140424696
29,grid,10.489085064393649,0.8555438883317213,7.27135551023015
30,grid,10.657359156335794,0.8555438883317213,7.145994064443833
31,grid,10.825633248277937,0.8555438883317213,7.024789139754946
