,topology,sigma,sigma-cor,epsilon
0,grid,3.9566057768010516,18.66222295919201,5.152418773190281
1,grid,4.413137212585789,9.332975649625459,5.892815270369017
2,grid,4.641402930478157,9.332975649625459,5.714489508944496
3,grid,4.869668648370525,9.332975649625459,5.555238412132817
4,grid,5.097934366262894,9.332975649625459,5.412059458463098
5,grid,5.326200084155262,9.332975649625459,5.282514585067942
6,grid,5.5544658020476305,9.332975649625459,5.164607526181062
7,grid,5.782731519939999,9.332975649625459,5.056691425208883
8,grid,6.010997237832367,6.982005327614688,5.926447724408252
9,grid,9.206717288325525,4.668351994842184,5.999077979013597
10,grid,9.434983006217893,4.668351994842184,5.9050902142295225
11,grid,9.663248724110261,4.668351994842184,5.813567303993069
12,grid,9.89151444200263,4.668351994842184,5.724416012946225
13,grid,10.119780159894997,4.668351994842184,5.637549248920619
14,grid,10.348045877787367,4.668351994842184,5.552885305613898
15,grid,10.576311595679735,4.668351994842184,5.470347233853001
16,grid,10.804577313572103,4.668351994842184,5.389862317113035
17,grid,11.032843031464472,4.668351994842184,5.311361631814235
18,grid,11.26110874935684,4.668351994842184,5.234779676759971
19,grid,11.489374467249208,4.668351994842184,5.160054059127572
20,grid,11.717640185141576,4.668351994842184,5.087125226851744
21,grid,11.945905903033944,4.668351994842184,5.015936239179514
22,grid,12.174171620926314,2.3173816728314134,5.811681213007123
23,grid,12.402437338818682,2.3173816728314134,5.707736856819606
24,grid,12.63070305671105,2.3173816728314134,5.607230290903144
25,grid,12.858968774603419,2.3173816728314134,5.510002989858568
26,grid,13.087234492495787,2.3173816728314134,5.415905503046757
27,grid,13.315500210388155,2.3173816728314134,5.324796850891313
28,grid,13.543765928280523,2.3173816728314134,5.236543965768667
29,grid,13.772031646172893,2.3173816728314134,5.151021173963199
30,grid,14.000297364065261,2.3173816728314134,5.068109715452214
31,grid,14.22856308195763,1.160555006445161,5.188774294039172
32,grid,14.456828799849998,1.160555006445161,5.101601249534302
33,grid,14.685094517742366,1.160555006445161,5.017257608804636
