,topology,method,gamma,c_clip,eps_iter,eps,sigma,sigma_cor,loss
0,ring,Corr,1e-05,1.0,0.003287279250219381,20.0,-1.0,-1.0,10.0
1,ring,Corr,0.0005994842503189409,2.5,0.0033367191035999617,20.18705448279908,56.15893411596257,18.0,0.8186019271848528
2,ring,Corr,0.0005994842503189409,3.0,0.003350295116569204,20.238272384552456,18.499413591140613,145.0,0.6957726004614607
3,ring,Corr,0.0005994842503189409,3.0,0.003328202112174357,20.154890582648278,72.67626767948099,8.0,0.5362456286931812
4,ring,Corr,0.0005994842503189409,3.5,0.003323329996043249,20.136480176702065,20.04103139040233,184.0,0.45628716741663955
5,ring,Corr,0.0005994842503189409,3.5,0.0033656157249986095,20.295997096546635,23.124266988925765,157.0,0.41463923099583877
6,ring,Corr,0.0005994842503189409,3.5,0.003300881694038386,20.051548680850708,26.2075025874492,141.0,0.3492309533152288
7,ring,Corr,0.0005994842503189409,3.5,0.0033013096824902476,20.053169570610557,27.749120386710917,133.0,0.31607757041196083
8,ring,Corr,0.0005994842503189409,3.5,0.003338661333689595,20.19438573062313,30.832355985234354,118.0,0.30975124295188444
9,ring,Corr,0.0005994842503189409,3.5,0.003326126646965625,20.147048956512386,41.62368058006638,86.0,0.2926099199618202
10,ring,Corr,0.0005994842503189409,3.5,0.0033150971307916804,20.105351900156712,64.74794756899215,47.0,0.28715028027329675
11,ring,Corr,0.0005994842503189409,3.5,0.0033563026495065395,20.260916907255947,72.45603656530074,35.0,0.22217513505654315
12,ring,Corr,0.0005994842503189409,4.0,0.003312261630460893,20.094625540281086,22.90403587474552,211.0,0.21349612870950158
13,ring,Corr,0.0005994842503189409,4.0,0.0033550051089341793,20.25602705027503,26.427733701629446,180.0,0.2131791811618928
14,ring,Corr,0.0005994842503189409,4.0,0.0033871961486671934,20.37717355828918,29.95143152851337,157.0,0.16430380613077353
15,ring,Corr,0.0005994842503189409,4.0,0.0033416203035205065,20.205552350400826,38.760676095723184,122.0,0.1294338408097784
16,ring,Corr,0.0016681005372000592,1.5,0.0033668054885300533,20.300476553942584,10.57109348065178,63.0,0.10312517376952673
17,ring,Corr,0.0016681005372000592,1.5,0.0033013096824902497,20.053169570610564,11.89248016573325,57.0,0.08627490198852612
18,ring,Corr,0.0016681005372000592,1.5,0.0032945526821640896,20.02757185616747,19.820800276222087,33.0,0.07989657331217911
