,topology,sigma,sigma-cor,epsilon,sigma-cdp,sigma-ldp
0,ring,2.581232171082278,5.005005054954955,1,1.7326078956579676,6.93043158263187
1,ring,2.6873102055103173,5.005005054954955,1,1.7326078956579676,6.93043158263187
2,ring,2.793388239938356,5.005005054954955,1,1.7326078956579676,6.93043158263187
3,ring,2.899466274366395,5.005005054954955,1,1.7326078956579676,6.93043158263187
4,ring,3.0055443087944336,5.005005054954955,1,1.7326078956579676,6.93043158263187
5,ring,3.1116223432224723,5.005005054954955,1,1.7326078956579676,6.93043158263187
6,ring,3.2177003776505115,5.005005054954955,1,1.7326078956579676,6.93043158263187
7,ring,3.3237784120785503,5.005005054954955,1,1.7326078956579676,6.93043158263187
8,ring,3.429856446506589,5.005005054954955,1,1.7326078956579676,6.93043158263187
9,ring,3.535934480934628,5.005005054954955,1,1.7326078956579676,6.93043158263187
10,ring,3.6420125153626666,5.005005054954955,1,1.7326078956579676,6.93043158263187
11,ring,3.7480905497907058,5.005005054954955,1,1.7326078956579676,6.93043158263187
12,ring,3.8541685842187445,5.005005054954955,1,1.7326078956579676,6.93043158263187
13,ring,3.9602466186467833,5.005005054954955,1,1.7326078956579676,6.93043158263187
14,ring,4.0663246530748225,5.005005054954955,1,1.7326078956579676,6.93043158263187
15,ring,4.172402687502861,5.005005054954955,1,1.7326078956579676,6.93043158263187
16,ring,4.278480721930899,5.005005054954955,1,1.7326078956579676,6.93043158263187
17,ring,4.384558756358938,5.005005054954955,1,1.7326078956579676,6.93043158263187
18,ring,4.4906367907869775,2.502502577477477,1,1.7326078956579676,6.93043158263187
19,ring,4.596714825215017,2.502502577477477,1,1.7326078956579676,6.93043158263187
20,ring,4.702792859643055,2.502502577477477,1,1.7326078956579676,6.93043158263187
21,ring,4.808870894071093,2.502502577477477,1,1.7326078956579676,6.93043158263187
22,ring,4.914948928499133,2.502502577477477,1,1.7326078956579676,6.93043158263187
23,ring,5.021026962927172,2.502502577477477,1,1.7326078956579676,6.93043158263187
24,ring,5.127104997355211,2.502502577477477,1,1.7326078956579676,6.93043158263187
25,ring,5.233183031783249,2.502502577477477,1,1.7326078956579676,6.93043158263187
26,ring,5.339261066211288,2.502502577477477,1,1.7326078956579676,6.93043158263187
27,ring,5.445339100639327,2.502502577477477,1,1.7326078956579676,6.93043158263187
28,ring,5.551417135067366,2.502502577477477,1,1.7326078956579676,6.93043158263187
29,ring,5.657495169495405,2.502502577477477,1,1.7326078956579676,6.93043158263187
30,ring,5.763573203923444,2.502502577477477,1,1.7326078956579676,6.93043158263187
31,ring,5.869651238351482,2.502502577477477,1,1.7326078956579676,6.93043158263187
32,ring,5.975729272779521,2.502502577477477,1,1.7326078956579676,6.93043158263187
33,ring,6.08180730720756,2.502502577477477,1,1.7326078956579676,6.93043158263187
34,ring,6.1878853416355994,1.2512513387387387,1,1.7326078956579676,6.93043158263187
35,ring,6.293963376063639,1.2512513387387387,1,1.7326078956579676,6.93043158263187
36,ring,6.400041410491676,1.2512513387387387,1,1.7326078956579676,6.93043158263187
37,ring,6.506119444919715,1.2512513387387387,1,1.7326078956579676,6.93043158263187
38,ring,6.6121974793477545,1.2512513387387387,1,1.7326078956579676,6.93043158263187
39,ring,6.718275513775794,0.6206207144144144,1,1.7326078956579676,6.93043158263187
40,ring,6.824353548203831,0.6206207144144144,1,1.7326078956579676,6.93043158263187
41,ring,6.93043158263187,1e-07,1,1.7326078956579676,6.93043158263187
