,gamma,c_clip,eps_iter,eps,sigma_cdp,sigma_cor,loss_cdp,loss_cor
0,0.004,1,0.006201594620573355,30.0,-1.0,-1.0,10.0,10.0
1,0.004,1,0.006237026351612443,30.112189475206854,2.5654601360101466,82.0,5.577005328053285e-05,0.6249912057593575
2,0.004,1,0.0062563722763098574,30.173374787446896,2.886142653011415,61.0,0.00013737436041117137,0.33703560347121664
3,0.004,1,0.006354404812965175,30.482662894890396,4.489555238017757,35.0,0.0005565354735839119,0.10305630791707383
4,0.004,1,0.006284155177498104,30.26115683649648,4.810237755019025,33.0,0.00015323144064291735,0.08988016707451026
5,0.004,1,0.006269559453243562,30.215053345899044,6.0929678230240985,26.0,0.0005518626197434591,0.06566498548275002
6,0.004,1,0.006361612403824403,30.505352957910745,7.055015374027903,22.0,0.0011140240813018681,0.05405680661127378
