,topology,sigma,sigma-cor,epsilon,sigma-cdp,sigma-ldp
0,ring,3.9566057768010516,37.323516632423384,5.240986980805472,3.7283400589086835,14.913360235634734
1,ring,4.18487149469342,18.66362248624115,6.238364921241268,3.7283400589086835,14.913360235634734
2,ring,4.413137212585789,18.66362248624115,6.022512424089422,3.7283400589086835,14.913360235634734
3,ring,4.641402930478157,18.66362248624115,5.8287663943031145,3.7283400589086835,14.913360235634734
4,ring,4.869668648370525,18.66362248624115,5.6535755476610925,3.7283400589086835,14.913360235634734
5,ring,5.097934366262894,18.66362248624115,5.494101743069968,3.7283400589086835,14.913360235634734
6,ring,5.326200084155262,18.66362248624115,5.348054759150729,3.7283400589086835,14.913360235634734
7,ring,5.5544658020476305,18.66362248624115,5.213569928956202,3.7283400589086835,14.913360235634734
8,ring,5.782731519939999,18.66362248624115,5.089116353936103,3.7283400589086835,14.913360235634734
9,ring,6.010997237832367,9.2590358365653,7.127776174107816,3.7283400589086835,14.913360235634734
10,ring,6.239262955724736,9.2590358365653,6.96627558805642,3.7283400589086835,14.913360235634734
11,ring,6.467528673617104,9.2590358365653,6.813434638776834,3.7283400589086835,14.913360235634734
12,ring,6.695794391509472,9.2590358365653,6.6684680511766,3.7283400589086835,14.913360235634734
13,ring,6.924060109401841,9.2590358365653,6.530688618666599,3.7283400589086835,14.913360235634734
14,ring,7.152325827294209,9.2590358365653,6.399491786584882,3.7283400589086835,14.913360235634734
15,ring,7.380591545186578,9.2590358365653,6.274343164628642,3.7283400589086835,14.913360235634734
16,ring,7.608857263078946,9.2590358365653,6.154768315677466,3.7283400589086835,14.913360235634734
17,ring,7.837122980971314,9.2590358365653,6.040344334000791,3.7283400589086835,14.913360235634734
18,ring,8.065388698863682,9.2590358365653,5.930692844895981,3.7283400589086835,14.913360235634734
19,ring,8.293654416756052,9.2590358365653,5.825474144461227,3.7283400589086835,14.913360235634734
20,ring,8.521920134648418,9.2590358365653,5.7243822620539735,3.7283400589086835,14.913360235634734
21,ring,8.750185852540788,9.2590358365653,5.627140775580685,3.7283400589086835,14.913360235634734
22,ring,8.978451570433156,9.2590358365653,5.533499245645887,3.7283400589086835,14.913360235634734
23,ring,9.206717288325525,9.2590358365653,5.443230161932491,3.7283400589086835,14.913360235634734
24,ring,9.434983006217893,9.2590358365653,5.356126316236507,3.7283400589086835,14.913360235634734
25,ring,9.663248724110261,9.2590358365653,5.271998532941794,3.7283400589086835,14.913360235634734
26,ring,9.89151444200263,9.2590358365653,5.190673700554003,3.7283400589086835,14.913360235634734
27,ring,10.119780159894997,9.2590358365653,5.111993058063354,3.7283400589086835,14.913360235634734
28,ring,10.348045877787367,9.2590358365653,5.035810697997444,3.7283400589086835,14.913360235634734
29,ring,10.576311595679735,4.631382088312105,6.237685682879494,3.7283400589086835,14.913360235634734
30,ring,10.804577313572103,4.631382088312105,6.122922886690337,3.7283400589086835,14.913360235634734
31,ring,11.032843031464472,4.631382088312105,6.012044701015159,3.7283400589086835,14.913360235634734
32,ring,11.26110874935684,4.631382088312105,5.9048612719639415,3.7283400589086835,14.913360235634734
33,ring,11.489374467249208,4.631382088312105,5.801195204939771,3.7283400589086835,14.913360235634734
34,ring,11.717640185141576,4.631382088312105,5.700880501133565,3.7283400589086835,14.913360235634734
35,ring,11.945905903033944,4.631382088312105,5.603761607978062,3.7283400589086835,14.913360235634734
36,ring,12.174171620926314,4.631382088312105,5.509692568939864,3.7283400589086835,14.913360235634734
37,ring,12.402437338818682,4.631382088312105,5.418536260173432,3.7283400589086835,14.913360235634734
38,ring,12.63070305671105,4.631382088312105,5.330163703358173,3.7283400589086835,14.913360235634734
39,ring,12.858968774603419,4.631382088312105,5.244453445550186,3.7283400589086835,14.913360235634734
40,ring,13.087234492495787,4.631382088312105,5.161290998153351,3.7283400589086835,14.913360235634734
41,ring,13.315500210388155,4.631382088312105,5.080568328190989,3.7283400589086835,14.913360235634734
42,ring,13.543765928280523,4.631382088312105,5.002183395971936,3.7283400589086835,14.913360235634734
43,ring,13.772031646172893,2.2429156376007775,5.3061288130631885,3.7283400589086835,14.913360235634734
44,ring,14.000297364065261,2.2429156376007775,5.216002545857356,3.7283400589086835,14.913360235634734
45,ring,14.22856308195763,2.2429156376007775,5.128806933288366,3.7283400589086835,14.913360235634734
46,ring,14.456828799849998,2.2429156376007775,5.044404541981108,3.7283400589086835,14.913360235634734
47,ring,14.685094517742366,1.0486824122451142,5.056889706972387,3.7283400589086835,14.913360235634734
48,ring,14.913360235634734,0.0037283400589086836,4.999999659398593,3.7283400589086835,14.913360235634734
