,topology,method,gamma,c_clip,eps_iter,eps,sigma,sigma_cor,loss
0,ring,Corr,1e-05,1.0,0.006201594620573355,30.0,-1.0,-1.0,10.0
1,ring,Corr,0.0005994842503189409,3.0,0.006271764499245343,30.22202022687469,7.696380408030439,243.0,0.9597882211181672
2,ring,Corr,0.0005994842503189409,3.0,0.006232417307588203,30.097605106707032,8.658427959034245,184.0,0.945139163973499
3,ring,Corr,0.0005994842503189409,3.0,0.006292286070116854,30.286827681016895,10.582523061041854,137.0,0.8531160487675318
4,ring,Corr,0.0005994842503189409,3.0,0.006215998346899736,30.04562761909929,11.544570612045659,126.0,0.8360107205223061
5,ring,Corr,0.0005994842503189409,3.0,0.006214627817567085,30.04128730330075,24.05118877509512,59.0,0.7963484120156564
6,ring,Corr,0.0005994842503189409,3.0,0.006292251497086003,30.286718545521204,33.671664285133176,39.0,0.7962461611814636
7,ring,Corr,0.0005994842503189409,3.0,0.006264285298779405,30.198386952477726,50.98852020320166,12.0,0.6996883700752137
8,ring,Corr,0.0005994842503189409,3.5,0.006287018215598026,30.270197010763518,8.979110476035514,282.0,0.5402117072003286
9,ring,Corr,0.0005994842503189409,3.5,0.006225634033331306,30.07613567455309,10.101499285539953,215.0,0.5017453906274592
10,ring,Corr,0.0005994842503189409,3.5,0.00628895731266046,30.276319185048784,11.22388809504439,180.0,0.4480661844027668
11,ring,Corr,0.0005994842503189409,3.5,0.006298769585920715,30.307291191854894,13.46866571405327,145.0,0.3556877921971807
12,ring,Corr,0.0005994842503189409,3.5,0.006222224683880569,30.06534257451029,14.591054523557709,135.0,0.3447545620994748
13,ring,Corr,0.0005994842503189409,3.5,0.0062023209153707105,30.002301398625963,21.325387380584345,92.0,0.291859611238406
14,ring,Corr,0.0005994842503189409,3.5,0.0063079959254250815,30.336402180027697,35.916441904142054,51.0,0.267039910151882
15,ring,Corr,0.0005994842503189409,4.0,0.006255738021785261,30.17136962125784,12.827300680050733,207.0,0.21963153466094024
16,ring,Corr,0.0005994842503189409,4.0,0.006250007802118112,30.153251375671303,14.110030748055806,184.0,0.18994734094209226
17,ring,Corr,0.0005994842503189409,4.0,0.006222263231111004,30.06546461355748,17.958220952071027,143.0,0.16358176328291665
18,ring,Corr,0.0005994842503189409,4.0,0.0062653033004120675,30.20160413720209,23.08914122409132,110.0,0.14013800285707387
19,ring,Corr,0.0005994842503189409,4.0,0.006229305234448327,30.087755989345226,30.785521632121757,82.0,0.10932860965312186
20,ring,Corr,0.0005994842503189409,4.0,0.006265599499196537,30.20254018673375,32.06825170012683,78.0,0.09651061281346367
21,ring,Corr,0.0016681005372000592,1.5,0.006294976515296409,30.295320034180982,6.734332857026635,53.0,0.07335249599266087
22,ring,Corr,0.0016681005372000592,1.5,0.006303084907551259,30.320908305474518,8.658427959034245,41.0,0.06257866200637688
23,ring,Corr,0.0016681005372000592,1.5,0.00626955945324355,30.21505334589901,9.139451734536147,39.0,0.044489774014237905
24,ring,Corr,0.0016681005372000592,1.5,0.0062624482434680655,30.19258096954212,11.063546836543757,32.0,0.03978692704478913
25,ring,Corr,0.0016681005372000592,1.5,0.006270689610928297,30.21862417902131,12.506618163049463,28.0,0.039198966294314304
