,topology,sigma,sigma-cor,epsilon
0,ring,6.738010185558171,75.07507756756758,10.199383094735099
1,ring,7.126741542417296,50.05005504504505,10.613272673336727
2,ring,7.515472899276421,50.05005504504505,10.14675203214156
3,ring,7.904204256135547,43.743749369369375,10.221523735751763
4,ring,8.292935612994672,37.53754378378379,10.523188732294484
5,ring,8.681666969853797,37.53754378378379,10.191221186779336
6,ring,9.070398326712922,34.334340900900905,10.328452464163163
7,ring,9.459129683572048,31.23123810810811,10.54960353539119
8,ring,9.847861040431173,31.23123810810811,10.283411119784354
9,ring,10.236592397290298,31.23123810810811,10.036384639216383
10,ring,10.625323754149424,28.128135315315316,10.374237813979182
11,ring,11.014055111008549,28.128135315315316,10.147466532084652
12,ring,11.402786467867674,25.025032522522523,10.58728529680314
13,ring,11.7915178247268,25.025032522522523,10.37119185165353
14,ring,12.180249181585925,25.025032522522523,10.166427154193178
15,ring,12.56898053844505,23.42343108108108,10.334092171346498
16,ring,12.957711895304175,21.82182963963964,10.5315865605709
17,ring,13.3464432521633,21.82182963963964,10.337577034098771
18,ring,13.735174609022426,21.82182963963964,10.152176618654114
19,ring,14.123905965881551,20.2202281981982,10.377591026134347
20,ring,14.512637322740675,18.718726846846845,10.60607337628073
21,ring,14.9013686795998,18.718726846846845,10.423182288640149
22,ring,15.290100036458925,18.718726846846845,10.247395113837165
23,ring,15.67883139331805,18.718726846846845,10.078245638116979
24,ring,16.067562750177174,17.117125405405407,10.351412074070318
25,ring,16.4562941070363,15.615624054054054,10.624851437718878
26,ring,16.845025463895425,15.615624054054054,10.450421951393217
27,ring,17.23375682075455,15.615624054054054,10.281915972024231
28,ring,17.622488177613675,15.615624054054054,10.11899877235036
29,ring,18.0112195344728,14.014022612612612,10.426860538534184
30,ring,18.399950891331926,12.512521261261261,10.7261308269495
31,ring,18.78868224819105,12.512521261261261,10.55092338605732
32,ring,19.177413605050177,12.512521261261261,10.381176723995942
33,ring,19.566144961909302,12.512521261261261,10.21662424208306
34,ring,19.954876318768427,12.512521261261261,10.057017982743117
35,ring,20.343607675627553,10.910919819819819,10.358376515023181
36,ring,20.732339032486678,9.309318378378379,10.65918957452765
37,ring,21.121070389345803,9.309318378378379,10.481523830140855
38,ring,21.50980174620493,9.309318378378379,10.309275815879012
39,ring,21.898533103064054,9.309318378378379,10.142207353209809
40,ring,22.675995816782304,6.206215585585586,10.569346434696744
41,ring,23.06472717364143,6.206215585585586,10.386203060121975
42,ring,23.453458530500555,6.206215585585586,10.208938292206263
43,ring,23.84218988735968,6.206215585585586,10.037285666812968
44,ring,24.230921244218806,3.103112792792793,10.366661163188969
45,ring,24.61965260107793,3.103112792792793,10.183022274970913
46,ring,25.008383957937056,3.103112792792793,10.00558520165331
