,topology,lr,clip,momentum,sigma,sigma-cor,T,loss
18,grid,0.05,0.01,0.0,0.45033538331046075,0,5000,0.1920742182222004
13,grid,0.01,0.01,0.0,0.45033538331046075,0,5000,0.2072288600877124
9,grid,0.005,0.1,0.0,4.503353833104607,0,5000,0.22416403901829332
8,grid,0.005,0.01,0.0,0.45033538331046075,0,5000,0.2416714928520952
17,grid,0.05,0.001,0.0,0.04503353833104608,0,5000,0.2511028944703956
14,grid,0.01,0.1,0.0,4.503353833104607,0,5000,0.27318836369343896
22,grid,0.1,0.001,0.0,0.04503353833104608,0,5000,0.28025755947430997
21,grid,0.1,0.0001,0.0,0.004503353833104608,0,5000,0.3015253840997504
15,grid,0.05,1e-05,0.0,0.0004503353833104608,0,5000,0.3112736635353191
1,grid,0.0001,0.0001,0.0,0.004503353833104608,0,5000,0.3150905464210112
12,grid,0.01,0.001,0.0,0.04503353833104608,0,5000,0.31679509591470156
10,grid,0.01,1e-05,0.0,0.0004503353833104608,0,5000,0.3234766548408668
16,grid,0.05,0.0001,0.0,0.004503353833104608,0,5000,0.32619698244861156
0,grid,0.0001,1e-05,0.0,0.0004503353833104608,0,5000,0.3339488275168602
23,grid,0.1,0.01,0.0,0.45033538331046075,0,5000,0.3403539986535413
5,grid,0.005,1e-05,0.0,0.0004503353833104608,0,5000,0.34514820155530845
6,grid,0.005,0.0001,0.0,0.004503353833104608,0,5000,0.348157585895796
3,grid,0.0001,0.01,0.0,0.45033538331046075,0,5000,0.35088067686613295
4,grid,0.0001,0.1,0.0,4.503353833104607,0,5000,0.35445295180543585
20,grid,0.1,1e-05,0.0,0.0004503353833104608,0,5000,0.36411878999578823
7,grid,0.005,0.001,0.0,0.04503353833104608,0,5000,0.3667218434298084
11,grid,0.01,0.0001,0.0,0.004503353833104608,0,5000,0.3868990846745707
2,grid,0.0001,0.001,0.0,0.04503353833104608,0,5000,0.40363205186713463
19,grid,0.05,0.1,0.0,4.503353833104607,0,5000,3.073162872945336
24,grid,0.1,0.1,0.0,4.503353833104607,0,5000,6.291719707009725
