,topology,lr,clip,momentum,sigma,sigma-cor,T,loss
27,grid,0.005,0.1,0.0,3.9566057768010516,18.66222295919201,5000,0.15084812967251393
54,grid,0.05,0.01,0.0,0.3956605776801051,1.8662222959192003,5000,0.15085922447028638
69,grid,0.1,0.01,0.0,0.3956605776801051,1.8662222959192003,5000,0.21349834898179415
42,grid,0.01,0.1,0.0,3.9566057768010516,18.66222295919201,5000,0.21369063973282218
12,grid,0.001,0.1,0.0,3.9566057768010516,18.66222295919201,5000,0.23324875799356654
39,grid,0.01,0.01,0.0,0.3956605776801051,1.8662222959192003,5000,0.2332601843004501
66,grid,0.1,0.001,0.0,0.03956605776801051,0.18662222959192,5000,0.23334089089077173
67,grid,0.1,0.001,0.0,0.1103284303146447,0.04668351994842182,5000,0.2846687620339547
40,grid,0.01,0.01,0.0,1.103284303146447,0.46683519948421826,5000,0.28476585081245587
13,grid,0.001,0.1,0.0,11.032843031464472,4.668351994842184,5000,0.2847781666318328
24,grid,0.005,0.01,0.0,0.3956605776801051,1.8662222959192003,5000,0.2849391809797037
51,grid,0.05,0.001,0.0,0.03956605776801051,0.18662222959192,5000,0.284965857485995
52,grid,0.05,0.001,0.0,0.1103284303146447,0.04668351994842182,5000,0.31210755453564204
25,grid,0.005,0.01,0.0,1.103284303146447,0.46683519948421826,5000,0.31213071328050657
68,grid,0.1,0.001,0.0,0.14456828799849997,0.011605550064451605,5000,0.32029523032198093
41,grid,0.01,0.01,0.0,1.4456828799849994,0.11605550064451606,5000,0.3205278118460938
14,grid,0.001,0.1,0.0,14.456828799849998,1.160555006445161,5000,0.3205579559463062
53,grid,0.05,0.001,0.0,0.14456828799849997,0.011605550064451605,5000,0.3284760808623323
26,grid,0.005,0.01,0.0,1.4456828799849994,0.11605550064451606,5000,0.3285278929034509
63,grid,0.1,0.0001,0.0,0.003956605776801052,0.018662222959192006,5000,0.3641764414704191
36,grid,0.01,0.001,0.0,0.03956605776801051,0.18662222959192,5000,0.36423211525352533
9,grid,0.001,0.01,0.0,0.3956605776801051,1.8662222959192003,5000,0.3642372639943424
64,grid,0.1,0.0001,0.0,0.01103284303146447,0.004668351994842183,5000,0.37040983052982124
37,grid,0.01,0.001,0.0,0.1103284303146447,0.04668351994842182,5000,0.3704952562232287
10,grid,0.001,0.01,0.0,1.103284303146447,0.46683519948421826,5000,0.37050487896161965
65,grid,0.1,0.0001,0.0,0.014456828799849995,0.0011605550064451606,5000,0.3735619868272145
38,grid,0.01,0.001,0.0,0.14456828799849997,0.011605550064451605,5000,0.37366162306841305
11,grid,0.001,0.01,0.0,1.4456828799849994,0.11605550064451606,5000,0.37367414517270464
48,grid,0.05,0.0001,0.0,0.003956605776801052,0.018662222959192006,5000,0.3774202176274702
21,grid,0.005,0.001,0.0,0.03956605776801051,0.18662222959192,5000,0.3774568200475381
49,grid,0.05,0.0001,0.0,0.01103284303146447,0.004668351994842183,5000,0.3806196405152343
22,grid,0.005,0.001,0.0,0.1103284303146447,0.04668351994842182,5000,0.380660155492593
50,grid,0.05,0.0001,0.0,0.014456828799849995,0.0011605550064451606,5000,0.3822003413047362
23,grid,0.005,0.001,0.0,0.14456828799849997,0.011605550064451605,5000,0.38224454772116606
60,grid,0.1,1e-05,0.0,0.0003956605776801052,0.0018662222959192004,5000,0.3885018016148206
33,grid,0.01,0.0001,0.0,0.003956605776801052,0.018662222959192006,5000,0.3886091659446629
6,grid,0.001,0.001,0.0,0.03956605776801051,0.18662222959192,5000,0.3886196886508437
61,grid,0.1,1e-05,0.0,0.0011032843031464471,0.0004668351994842183,5000,0.38915111530854357
34,grid,0.01,0.0001,0.0,0.01103284303146447,0.004668351994842183,5000,0.38926128710265423
7,grid,0.001,0.001,0.0,0.1103284303146447,0.04668351994842182,5000,0.38927261026514476
62,grid,0.1,1e-05,0.0,0.0014456828799849998,0.00011605550064451606,5000,0.38946604405713625
35,grid,0.01,0.0001,0.0,0.014456828799849995,0.0011605550064451606,5000,0.3895775616156255
8,grid,0.001,0.001,0.0,0.14456828799849997,0.011605550064451605,5000,0.38958993983404294
45,grid,0.05,1e-05,0.0,0.0003956605776801052,0.0018662222959192004,5000,0.3899885562420215
18,grid,0.005,0.0001,0.0,0.003956605776801052,0.018662222959192006,5000,0.39004037821076853
46,grid,0.05,1e-05,0.0,0.0011032843031464471,0.0004668351994842183,5000,0.3903154832585135
19,grid,0.005,0.0001,0.0,0.01103284303146447,0.004668351994842183,5000,0.39036736318110965
47,grid,0.05,1e-05,0.0,0.0014456828799849998,0.00011605550064451606,5000,0.3904738544180667
20,grid,0.005,0.0001,0.0,0.014456828799849995,0.0011605550064451606,5000,0.39052611590672026
30,grid,0.01,1e-05,0.0,0.0003956605776801052,0.0018662222959192004,5000,0.3911904720041969
3,grid,0.001,0.0001,0.0,0.003956605776801052,0.018662222959192006,5000,0.39120092315323046
31,grid,0.01,1e-05,0.0,0.0011032843031464471,0.0004668351994842183,5000,0.39125589407482686
4,grid,0.001,0.0001,0.0,0.01103284303146447,0.004668351994842183,5000,0.39126639206566244
32,grid,0.01,1e-05,0.0,0.0014456828799849998,0.00011605550064451606,5000,0.3912874378928734
5,grid,0.001,0.0001,0.0,0.014456828799849995,0.0011605550064451606,5000,0.3912980191220527
15,grid,0.005,1e-05,0.0,0.0003956605776801052,0.0018662222959192004,5000,0.3913350264451156
16,grid,0.005,1e-05,0.0,0.0011032843031464471,0.0004668351994842183,5000,0.3913677721553082
17,grid,0.005,1e-05,0.0,0.0014456828799849998,0.00011605550064451606,5000,0.3913836769960989
0,grid,0.001,1e-05,0.0,0.0003956605776801052,0.0018662222959192004,5000,0.3914604634097234
1,grid,0.001,1e-05,0.0,0.0011032843031464471,0.0004668351994842183,5000,0.39146698912323385
2,grid,0.001,1e-05,0.0,0.0014456828799849998,0.00011605550064451606,5000,0.3914702085867515
55,grid,0.05,0.01,0.0,1.103284303146447,0.46683519948421826,5000,0.5462998717749415
28,grid,0.005,0.1,0.0,11.032843031464472,4.668351994842184,5000,0.5467413137787982
56,grid,0.05,0.01,0.0,1.4456828799849994,0.11605550064451606,5000,0.8216740005961944
29,grid,0.005,0.1,0.0,14.456828799849998,1.160555006445161,5000,0.8224761937465306
70,grid,0.1,0.01,0.0,1.103284303146447,0.46683519948421826,5000,1.1390211033944178
43,grid,0.01,0.1,0.0,11.032843031464472,4.668351994842184,5000,1.141278379558491
57,grid,0.05,0.1,0.0,3.9566057768010516,18.66222295919201,5000,1.5584111209658817
71,grid,0.1,0.01,0.0,1.4456828799849994,0.11605550064451606,5000,1.7450853497861156
44,grid,0.01,0.1,0.0,14.456828799849998,1.160555006445161,5000,1.7500418881806206
72,grid,0.1,0.1,0.0,3.9566057768010516,18.66222295919201,5000,7.02658394291828
58,grid,0.05,0.1,0.0,11.032843031464472,4.668351994842184,5000,14.065435538880806
59,grid,0.05,0.1,0.0,14.456828799849998,1.160555006445161,5000,20.681571696994183
73,grid,0.1,0.1,0.0,11.032843031464472,4.668351994842184,5000,24.324475040354137
74,grid,0.1,0.1,0.0,14.456828799849998,1.160555006445161,5000,34.069891414528506
