,topology,lr,clip,sigma,sigma-cor,T,accuracy
0,ring,0.1,0.1,0.0003545454545454,0.0050349699398797,1000,0.6688
1,ring,0.1,1.0,0.0035454545454545,0.0503496993987976,1000,0.8877
2,ring,0.1,10.0,0.0354545454545454,0.503496993987976,1000,0.9097
3,ring,0.5,0.1,0.0003545454545454,0.0050349699398797,1000,0.8578
4,ring,0.5,1.0,0.0035454545454545,0.0503496993987976,1000,0.9084
5,ring,0.5,10.0,0.0354545454545454,0.503496993987976,1000,0.8567
6,ring,1.0,0.1,0.0003545454545454,0.0050349699398797,1000,0.8818
7,ring,1.0,1.0,0.0035454545454545,0.0503496993987976,1000,0.9118
8,ring,1.0,10.0,0.0354545454545454,0.503496993987976,1000,0.8308
9,ring,5.0,0.1,0.0003545454545454,0.0050349699398797,1000,0.9078
10,ring,5.0,1.0,0.0035454545454545,0.0503496993987976,1000,0.8717
11,ring,5.0,10.0,0.0354545454545454,0.503496993987976,1000,0.8115
