,topology,lr,clip,sigma,sigma-cor,T,accuracy
0,ring,0.05,0.1,0.000504081632653,0.0004769539078156,1000,0.6655
3,ring,0.1,0.1,0.000504081632653,0.0004769539078156,1000,0.7091
6,ring,0.5,0.1,0.000504081632653,0.0004769539078156,1000,0.8542
1,ring,0.05,1.0,0.0050408163265306,0.0047695390781563,1000,0.8677
14,ring,5.0,10.0,0.0504081632653061,0.0476953907815631,1000,0.8797
9,ring,1.0,0.1,0.000504081632653,0.0004769539078156,1000,0.8857
11,ring,1.0,10.0,0.0504081632653061,0.0476953907815631,1000,0.8882
4,ring,0.1,1.0,0.0050408163265306,0.0047695390781563,1000,0.8896
8,ring,0.5,10.0,0.0504081632653061,0.0476953907815631,1000,0.9021
12,ring,5.0,0.1,0.000504081632653,0.0004769539078156,1000,0.9086
13,ring,5.0,1.0,0.0050408163265306,0.0047695390781563,1000,0.9101
7,ring,0.5,1.0,0.0050408163265306,0.0047695390781563,1000,0.9104
2,ring,0.05,10.0,0.0504081632653061,0.0476953907815631,1000,0.9111
10,ring,1.0,1.0,0.0050408163265306,0.0047695390781563,1000,0.9171
5,ring,0.1,10.0,0.0504081632653061,0.0476953907815631,1000,0.9186
