,topology,lr,clip,momentum,sigma,sigma-cor,T,loss
4,grid,0.0001,0.1,0.0,24.008845279270577,0,5000,0.28735955456616014
16,grid,0.05,0.0001,0.0,0.024008845279270576,0,5000,0.2975725910185841
17,grid,0.05,0.001,0.0,0.24008845279270577,0,5000,0.31223917715986094
5,grid,0.005,1e-05,0.0,0.002400884527927058,0,5000,0.3122517906829039
3,grid,0.0001,0.01,0.0,2.4008845279270576,0,5000,0.3130692340744269
11,grid,0.01,0.0001,0.0,0.024008845279270576,0,5000,0.3228109945838398
0,grid,0.0001,1e-05,0.0,0.002400884527927058,0,5000,0.3236413580654845
7,grid,0.005,0.001,0.0,0.24008845279270577,0,5000,0.32824539507457107
6,grid,0.005,0.0001,0.0,0.024008845279270576,0,5000,0.3384076443188106
2,grid,0.0001,0.001,0.0,0.24008845279270577,0,5000,0.34140024071313113
21,grid,0.1,0.0001,0.0,0.024008845279270576,0,5000,0.3518160499685172
15,grid,0.05,1e-05,0.0,0.002400884527927058,0,5000,0.354894747376533
10,grid,0.01,1e-05,0.0,0.002400884527927058,0,5000,0.36714086812843155
20,grid,0.1,1e-05,0.0,0.002400884527927058,0,5000,0.38640965665076327
1,grid,0.0001,0.0001,0.0,0.024008845279270576,0,5000,0.3907453062707652
13,grid,0.01,0.01,0.0,2.4008845279270576,0,5000,0.46219924431501735
12,grid,0.01,0.001,0.0,0.24008845279270577,0,5000,0.47286928930089217
8,grid,0.005,0.01,0.0,2.4008845279270576,0,5000,0.5531442284889317
22,grid,0.1,0.001,0.0,0.24008845279270577,0,5000,0.5773268271494889
9,grid,0.005,0.1,0.0,24.008845279270577,0,5000,1.5095987639947224
18,grid,0.05,0.01,0.0,2.4008845279270576,0,5000,1.6268487668451979
14,grid,0.01,0.1,0.0,24.008845279270577,0,5000,5.206851341413944
23,grid,0.1,0.01,0.0,2.4008845279270576,0,5000,12.78020985326494
19,grid,0.05,0.1,0.0,24.008845279270577,0,5000,25.621724536520563
24,grid,0.1,0.1,0.0,24.008845279270577,0,5000,32.95812613787804
