,topology,lr,clip,momentum,sigma,sigma-cor,T,loss
0,grid,0.001,1e-05,0.0,0.0003956605776801052,0.0018662222959192004,5000,0.3892986614037157
32,grid,0.01,1e-05,0.0,0.0014456828799849998,0.00011605550064451606,5000,0.3899415459923725
5,grid,0.001,0.0001,0.0,0.014456828799849995,0.0011605550064451606,5000,0.38995203614965934
17,grid,0.005,1e-05,0.0,0.0014456828799849998,0.00011605550064451606,5000,0.39070960955165407
1,grid,0.001,1e-05,0.0,0.0011032843031464471,0.0004668351994842183,5000,0.39092450299118353
2,grid,0.001,1e-05,0.0,0.0014456828799849998,0.00011605550064451606,5000,0.3913351819890727
48,grid,0.05,0.0001,0.0,0.003956605776801052,0.018662222959192006,5000,0.5939621944617159
21,grid,0.005,0.001,0.0,0.03956605776801051,0.18662222959192,5000,0.5946015046208523
68,grid,0.1,0.001,0.0,0.14456828799849997,0.011605550064451605,5000,0.7195165771453707
41,grid,0.01,0.01,0.0,1.4456828799849994,0.11605550064451606,5000,0.7213372788688169
14,grid,0.001,0.1,0.0,14.456828799849998,1.160555006445161,5000,0.72156117790092
63,grid,0.1,0.0001,0.0,0.003956605776801052,0.018662222959192006,5000,1.319284204086674
36,grid,0.01,0.001,0.0,0.03956605776801051,0.18662222959192,5000,1.3226377127703715
9,grid,0.001,0.01,0.0,0.3956605776801051,1.8662222959192003,5000,1.323064829499099
52,grid,0.05,0.001,0.0,0.1103284303146447,0.04668351994842182,5000,1.687727390303959
25,grid,0.005,0.01,0.0,1.103284303146447,0.46683519948421826,5000,1.6895131212353756
67,grid,0.1,0.001,0.0,0.1103284303146447,0.04668351994842182,5000,4.173162737839497
40,grid,0.01,0.01,0.0,1.103284303146447,0.46683519948421826,5000,4.185769335791022
13,grid,0.001,0.1,0.0,11.032843031464472,4.668351994842184,5000,4.187507087093398
56,grid,0.05,0.01,0.0,1.4456828799849994,0.11605550064451606,5000,5.580762660581277
29,grid,0.005,0.1,0.0,14.456828799849998,1.160555006445161,5000,5.5872324913945945
51,grid,0.05,0.001,0.0,0.03956605776801051,0.18662222959192,5000,9.584277980507762
24,grid,0.005,0.01,0.0,0.3956605776801051,1.8662222959192003,5000,9.594325180929502
71,grid,0.1,0.01,0.0,1.4456828799849994,0.11605550064451606,5000,11.528790046532919
44,grid,0.01,0.1,0.0,14.456828799849998,1.160555006445161,5000,11.551821100911358
66,grid,0.1,0.001,0.0,0.03956605776801051,0.18662222959192,5000,16.560305166978885
39,grid,0.01,0.01,0.0,0.3956605776801051,1.8662222959192003,5000,16.57676897620829
12,grid,0.001,0.1,0.0,3.9566057768010516,18.66222295919201,5000,16.578609476808932
55,grid,0.05,0.01,0.0,1.103284303146447,0.46683519948421826,5000,18.445554518263254
28,grid,0.005,0.1,0.0,11.032843031464472,4.668351994842184,5000,18.454661624232813
70,grid,0.1,0.01,0.0,1.103284303146447,0.46683519948421826,5000,22.709718868907146
43,grid,0.01,0.1,0.0,11.032843031464472,4.668351994842184,5000,22.739242387702323
59,grid,0.05,0.1,0.0,14.456828799849998,1.160555006445161,5000,23.83444679177234
54,grid,0.05,0.01,0.0,0.3956605776801051,1.8662222959192003,5000,24.988331366287902
27,grid,0.005,0.1,0.0,3.9566057768010516,18.66222295919201,5000,24.990701044561916
74,grid,0.1,0.1,0.0,14.456828799849998,1.160555006445161,5000,26.002035084454807
69,grid,0.1,0.01,0.0,0.3956605776801051,1.8662222959192003,5000,26.03382307095834
42,grid,0.01,0.1,0.0,3.9566057768010516,18.66222295919201,5000,26.034928137813615
58,grid,0.05,0.1,0.0,11.032843031464472,4.668351994842184,5000,26.45994536776041
73,grid,0.1,0.1,0.0,11.032843031464472,4.668351994842184,5000,26.890329754419525
57,grid,0.05,0.1,0.0,3.9566057768010516,18.66222295919201,5000,26.94624165029115
72,grid,0.1,0.1,0.0,3.9566057768010516,18.66222295919201,5000,27.035857502295094
