,topology,method,gamma,c_clip,eps_iter,eps,sigma,sigma_cor,loss
0,ring,Corr,0.0017,1.0,0.0028079875771123315,25.0,-1.0,-1.0,inf
1,ring,Corr,0.0017,1.0,0.0028420787702744484,25.194044608096398,7.080512259306793,86.0,0.12029408891731633
2,ring,Corr,0.0017,1.0,0.0028592507475030423,25.291539100656806,7.4890033511898775,63.0,0.0692738747178445
3,ring,Corr,0.0017,1.0,0.00281065173766825,25.01518792004424,7.8974944430729614,55.0,0.0658553728191871
4,ring,Corr,0.0017,1.0,0.0028737847976969518,25.373928775390624,8.305985534956045,47.0,0.04407313719782199
5,ring,Corr,0.0017,1.0,0.0028721463476324193,25.364646670030673,8.71447662683913,43.0,0.035862760562391606
