,topology,lr,clip,momentum,sigma,sigma-cor,T,loss
0,ring,0.005,0.001,0.0,0.08031273039270018,0,5000,0.3792893078814768
1,ring,0.005,0.01,0.0,0.8031273039270017,0,5000,0.2994977073723938
2,ring,0.005,0.1,0.0,8.031273039270017,0,5000,0.3440509264545855
3,ring,0.01,0.001,0.0,0.08031273039270018,0,5000,0.3677920379558173
4,ring,0.01,0.01,0.0,0.8031273039270017,0,5000,0.259246349637145
5,ring,0.01,0.1,0.0,8.031273039270017,0,5000,0.6872164452038033
6,ring,0.05,0.001,0.0,0.08031273039270018,0,5000,0.2994996417761397
7,ring,0.05,0.01,0.0,0.8031273039270017,0,5000,0.34385077828663657
8,ring,0.05,0.1,0.0,8.031273039270017,0,5000,8.942753329561976
9,ring,0.1,0.001,0.0,0.08031273039270018,0,5000,0.25924024672390505
10,ring,0.1,0.01,0.0,0.8031273039270017,0,5000,0.6860952380476357
11,ring,0.1,0.1,0.0,8.031273039270017,0,5000,17.409916082816075
