,topology,lr,clip,sigma,sigma-cor,T,accuracy
0,grid,0.05,0.1,0.0005,0.0004769539078156,1000,0.6656
1,grid,0.05,1.0,0.005,0.0047695390781563,1000,0.8677
2,grid,0.05,10.0,0.05,0.0476953907815631,1000,0.9112
3,grid,0.1,0.1,0.0005,0.0004769539078156,1000,0.709
4,grid,0.1,1.0,0.005,0.0047695390781563,1000,0.8898
5,grid,0.1,10.0,0.05,0.0476953907815631,1000,0.9189
6,grid,0.5,0.1,0.0005,0.0004769539078156,1000,0.8542
7,grid,0.5,1.0,0.005,0.0047695390781563,1000,0.9107
8,grid,0.5,10.0,0.05,0.0476953907815631,1000,0.8961
9,grid,1.0,0.1,0.0005,0.0004769539078156,1000,0.8857
10,grid,1.0,1.0,0.005,0.0047695390781563,1000,0.9176
11,grid,1.0,10.0,0.05,0.0476953907815631,1000,0.8777
12,grid,5.0,0.1,0.0005,0.0004769539078156,1000,0.9087
13,grid,5.0,1.0,0.005,0.0047695390781563,1000,0.9058
14,grid,5.0,10.0,0.05,0.0476953907815631,1000,0.8684
