,topology,lr,clip,sigma,sigma-cor,T,accuracy
0,ring,0.05,0.1,0.0008877551020408,0.000516633266533,1000,0.6657
3,ring,0.1,0.1,0.0008877551020408,0.000516633266533,1000,0.7085
6,ring,0.5,0.1,0.0008877551020408,0.000516633266533,1000,0.8537
14,ring,5.0,10.0,0.0887755102040816,0.0516633266533066,1000,0.8595
1,ring,0.05,1.0,0.0088775510204081,0.0051663326653306,1000,0.8669
11,ring,1.0,10.0,0.0887755102040816,0.0516633266533066,1000,0.8669
8,ring,0.5,10.0,0.0887755102040816,0.0516633266533066,1000,0.8763
13,ring,5.0,1.0,0.0088775510204081,0.0051663326653306,1000,0.8827
9,ring,1.0,0.1,0.0008877551020408,0.000516633266533,1000,0.884
4,ring,0.1,1.0,0.0088775510204081,0.0051663326653306,1000,0.8896
12,ring,5.0,0.1,0.0008877551020408,0.000516633266533,1000,0.9063
5,ring,0.1,10.0,0.0887755102040816,0.0516633266533066,1000,0.9072
2,ring,0.05,10.0,0.0887755102040816,0.0516633266533066,1000,0.9075
7,ring,0.5,1.0,0.0088775510204081,0.0051663326653306,1000,0.9076
10,ring,1.0,1.0,0.0088775510204081,0.0051663326653306,1000,0.9097
