Step,topology,method,lr,clip,sigma,sigma_cor,epsilon,accuracy
-1,centralized,cdp,0.01,3.0,7.776137775633739,0,30,0.0
0,centralized,cdp,0.01,3.0,7.776137775633739,0,30,0.09905
5,centralized,cdp,0.01,3.0,7.776137775633739,0,30,0.1353
10,centralized,cdp,0.01,3.0,7.776137775633739,0,30,0.1425
15,centralized,cdp,0.01,3.0,7.776137775633739,0,30,0.1421
20,centralized,cdp,0.01,3.0,7.776137775633739,0,30,0.188
25,centralized,cdp,0.01,3.0,7.776137775633739,0,30,0.1957
30,centralized,cdp,0.01,3.0,7.776137775633739,0,30,0.1715
35,centralized,cdp,0.01,3.0,7.776137775633739,0,30,0.1569
40,centralized,cdp,0.01,3.0,7.776137775633739,0,30,0.1923
45,centralized,cdp,0.01,3.0,7.776137775633739,0,30,0.2121
50,centralized,cdp,0.01,3.0,7.776137775633739,0,30,0.2455
55,centralized,cdp,0.01,3.0,7.776137775633739,0,30,0.225
60,centralized,cdp,0.01,3.0,7.776137775633739,0,30,0.1905
65,centralized,cdp,0.01,3.0,7.776137775633739,0,30,0.2039
70,centralized,cdp,0.01,3.0,7.776137775633739,0,30,0.2011
75,centralized,cdp,0.01,3.0,7.776137775633739,0,30,0.1878
80,centralized,cdp,0.01,3.0,7.776137775633739,0,30,0.2006
85,centralized,cdp,0.01,3.0,7.776137775633739,0,30,0.1822
90,centralized,cdp,0.01,3.0,7.776137775633739,0,30,0.1903
95,centralized,cdp,0.01,3.0,7.776137775633739,0,30,0.2109
100,centralized,cdp,0.01,3.0,7.776137775633739,0,30,0.2198
105,centralized,cdp,0.01,3.0,7.776137775633739,0,30,0.1694
110,centralized,cdp,0.01,3.0,7.776137775633739,0,30,0.1688
115,centralized,cdp,0.01,3.0,7.776137775633739,0,30,0.1572
120,centralized,cdp,0.01,3.0,7.776137775633739,0,30,0.1518
125,centralized,cdp,0.01,3.0,7.776137775633739,0,30,0.1486
130,centralized,cdp,0.01,3.0,7.776137775633739,0,30,0.1676
135,centralized,cdp,0.01,3.0,7.776137775633739,0,30,0.1834
140,centralized,cdp,0.01,3.0,7.776137775633739,0,30,0.1721
145,centralized,cdp,0.01,3.0,7.776137775633739,0,30,0.136
150,centralized,cdp,0.01,3.0,7.776137775633739,0,30,0.1477
