Step,topology,method,lr,clip,sigma,sigma_cor,epsilon,accuracy
-1,centralized,cdp,0.1,0.5,1.2960229626056232,0,30,0.0
0,centralized,cdp,0.1,0.5,1.2960229626056232,0,30,0.10038749999999999
5,centralized,cdp,0.1,0.5,1.2960229626056232,0,30,0.135
10,centralized,cdp,0.1,0.5,1.2960229626056232,0,30,0.127
15,centralized,cdp,0.1,0.5,1.2960229626056232,0,30,0.0979
20,centralized,cdp,0.1,0.5,1.2960229626056232,0,30,0.0958
25,centralized,cdp,0.1,0.5,1.2960229626056232,0,30,0.0936
30,centralized,cdp,0.1,0.5,1.2960229626056232,0,30,0.1056
35,centralized,cdp,0.1,0.5,1.2960229626056232,0,30,0.1188
40,centralized,cdp,0.1,0.5,1.2960229626056232,0,30,0.1052
45,centralized,cdp,0.1,0.5,1.2960229626056232,0,30,0.1297
50,centralized,cdp,0.1,0.5,1.2960229626056232,0,30,0.1025
55,centralized,cdp,0.1,0.5,1.2960229626056232,0,30,0.1447
60,centralized,cdp,0.1,0.5,1.2960229626056232,0,30,0.1087
65,centralized,cdp,0.1,0.5,1.2960229626056232,0,30,0.1139
70,centralized,cdp,0.1,0.5,1.2960229626056232,0,30,0.1416
75,centralized,cdp,0.1,0.5,1.2960229626056232,0,30,0.1483
80,centralized,cdp,0.1,0.5,1.2960229626056232,0,30,0.1454
85,centralized,cdp,0.1,0.5,1.2960229626056232,0,30,0.1475
90,centralized,cdp,0.1,0.5,1.2960229626056232,0,30,0.1313
95,centralized,cdp,0.1,0.5,1.2960229626056232,0,30,0.1229
100,centralized,cdp,0.1,0.5,1.2960229626056232,0,30,0.1375
105,centralized,cdp,0.1,0.5,1.2960229626056232,0,30,0.1356
110,centralized,cdp,0.1,0.5,1.2960229626056232,0,30,0.138
115,centralized,cdp,0.1,0.5,1.2960229626056232,0,30,0.1197
120,centralized,cdp,0.1,0.5,1.2960229626056232,0,30,0.1206
125,centralized,cdp,0.1,0.5,1.2960229626056232,0,30,0.1132
130,centralized,cdp,0.1,0.5,1.2960229626056232,0,30,0.1149
135,centralized,cdp,0.1,0.5,1.2960229626056232,0,30,0.1394
140,centralized,cdp,0.1,0.5,1.2960229626056232,0,30,0.1535
145,centralized,cdp,0.1,0.5,1.2960229626056232,0,30,0.1262
150,centralized,cdp,0.1,0.5,1.2960229626056232,0,30,0.1093
155,centralized,cdp,0.1,0.5,1.2960229626056232,0,30,0.1076
160,centralized,cdp,0.1,0.5,1.2960229626056232,0,30,0.107
165,centralized,cdp,0.1,0.5,1.2960229626056232,0,30,0.1027
170,centralized,cdp,0.1,0.5,1.2960229626056232,0,30,0.0997
175,centralized,cdp,0.1,0.5,1.2960229626056232,0,30,0.1036
180,centralized,cdp,0.1,0.5,1.2960229626056232,0,30,0.1034
185,centralized,cdp,0.1,0.5,1.2960229626056232,0,30,0.1046
190,centralized,cdp,0.1,0.5,1.2960229626056232,0,30,0.1065
195,centralized,cdp,0.1,0.5,1.2960229626056232,0,30,0.1053
200,centralized,cdp,0.1,0.5,1.2960229626056232,0,30,0.1071
205,centralized,cdp,0.1,0.5,1.2960229626056232,0,30,0.1098
210,centralized,cdp,0.1,0.5,1.2960229626056232,0,30,0.1054
215,centralized,cdp,0.1,0.5,1.2960229626056232,0,30,0.1082
