Step,topology,method,lr,clip,sigma,sigma_cor,epsilon,accuracy
-1,centralized,cdp,0.05,4.0,10.368183700844986,0,30,0.0
0,centralized,cdp,0.05,4.0,10.368183700844986,0,30,0.10238749999999999
5,centralized,cdp,0.05,4.0,10.368183700844986,0,30,0.0686
10,centralized,cdp,0.05,4.0,10.368183700844986,0,30,0.0707
15,centralized,cdp,0.05,4.0,10.368183700844986,0,30,0.1403
20,centralized,cdp,0.05,4.0,10.368183700844986,0,30,0.1033
25,centralized,cdp,0.05,4.0,10.368183700844986,0,30,0.093
30,centralized,cdp,0.05,4.0,10.368183700844986,0,30,0.1295
35,centralized,cdp,0.05,4.0,10.368183700844986,0,30,0.1208
40,centralized,cdp,0.05,4.0,10.368183700844986,0,30,0.0901
45,centralized,cdp,0.05,4.0,10.368183700844986,0,30,0.1051
50,centralized,cdp,0.05,4.0,10.368183700844986,0,30,0.1014
55,centralized,cdp,0.05,4.0,10.368183700844986,0,30,0.152
60,centralized,cdp,0.05,4.0,10.368183700844986,0,30,0.1635
65,centralized,cdp,0.05,4.0,10.368183700844986,0,30,0.1974
70,centralized,cdp,0.05,4.0,10.368183700844986,0,30,0.1656
75,centralized,cdp,0.05,4.0,10.368183700844986,0,30,0.1709
80,centralized,cdp,0.05,4.0,10.368183700844986,0,30,0.1897
85,centralized,cdp,0.05,4.0,10.368183700844986,0,30,0.1799
90,centralized,cdp,0.05,4.0,10.368183700844986,0,30,0.1888
95,centralized,cdp,0.05,4.0,10.368183700844986,0,30,0.1573
100,centralized,cdp,0.05,4.0,10.368183700844986,0,30,0.1973
105,centralized,cdp,0.05,4.0,10.368183700844986,0,30,0.2139
110,centralized,cdp,0.05,4.0,10.368183700844986,0,30,0.2134
115,centralized,cdp,0.05,4.0,10.368183700844986,0,30,0.1945
120,centralized,cdp,0.05,4.0,10.368183700844986,0,30,0.2036
125,centralized,cdp,0.05,4.0,10.368183700844986,0,30,0.2016
130,centralized,cdp,0.05,4.0,10.368183700844986,0,30,0.2067
135,centralized,cdp,0.05,4.0,10.368183700844986,0,30,0.2206
140,centralized,cdp,0.05,4.0,10.368183700844986,0,30,0.2235
145,centralized,cdp,0.05,4.0,10.368183700844986,0,30,0.2249
150,centralized,cdp,0.05,4.0,10.368183700844986,0,30,0.1773
155,centralized,cdp,0.05,4.0,10.368183700844986,0,30,0.21
160,centralized,cdp,0.05,4.0,10.368183700844986,0,30,0.1987
165,centralized,cdp,0.05,4.0,10.368183700844986,0,30,0.2061
170,centralized,cdp,0.05,4.0,10.368183700844986,0,30,0.1988
175,centralized,cdp,0.05,4.0,10.368183700844986,0,30,0.1795
180,centralized,cdp,0.05,4.0,10.368183700844986,0,30,0.1888
185,centralized,cdp,0.05,4.0,10.368183700844986,0,30,0.1946
190,centralized,cdp,0.05,4.0,10.368183700844986,0,30,0.1991
195,centralized,cdp,0.05,4.0,10.368183700844986,0,30,0.1981
200,centralized,cdp,0.05,4.0,10.368183700844986,0,30,0.2075
205,centralized,cdp,0.05,4.0,10.368183700844986,0,30,0.1997
210,centralized,cdp,0.05,4.0,10.368183700844986,0,30,0.1987
215,centralized,cdp,0.05,4.0,10.368183700844986,0,30,0.1915
220,centralized,cdp,0.05,4.0,10.368183700844986,0,30,0.1868
225,centralized,cdp,0.05,4.0,10.368183700844986,0,30,0.1955
230,centralized,cdp,0.05,4.0,10.368183700844986,0,30,0.1865
235,centralized,cdp,0.05,4.0,10.368183700844986,0,30,0.1556
240,centralized,cdp,0.05,4.0,10.368183700844986,0,30,0.1491
245,centralized,cdp,0.05,4.0,10.368183700844986,0,30,0.1587
250,centralized,cdp,0.05,4.0,10.368183700844986,0,30,0.1413
255,centralized,cdp,0.05,4.0,10.368183700844986,0,30,0.1474
260,centralized,cdp,0.05,4.0,10.368183700844986,0,30,0.1765
265,centralized,cdp,0.05,4.0,10.368183700844986,0,30,0.2029
270,centralized,cdp,0.05,4.0,10.368183700844986,0,30,0.2095
275,centralized,cdp,0.05,4.0,10.368183700844986,0,30,0.1888
280,centralized,cdp,0.05,4.0,10.368183700844986,0,30,0.1932
285,centralized,cdp,0.05,4.0,10.368183700844986,0,30,0.2078
290,centralized,cdp,0.05,4.0,10.368183700844986,0,30,0.1941
295,centralized,cdp,0.05,4.0,10.368183700844986,0,30,0.2018
300,centralized,cdp,0.05,4.0,10.368183700844986,0,30,0.2046
305,centralized,cdp,0.05,4.0,10.368183700844986,0,30,0.2243
310,centralized,cdp,0.05,4.0,10.368183700844986,0,30,0.1993
315,centralized,cdp,0.05,4.0,10.368183700844986,0,30,0.1648
320,centralized,cdp,0.05,4.0,10.368183700844986,0,30,0.1761
325,centralized,cdp,0.05,4.0,10.368183700844986,0,30,0.1942
330,centralized,cdp,0.05,4.0,10.368183700844986,0,30,0.1828
335,centralized,cdp,0.05,4.0,10.368183700844986,0,30,0.175
340,centralized,cdp,0.05,4.0,10.368183700844986,0,30,0.1844
345,centralized,cdp,0.05,4.0,10.368183700844986,0,30,0.1898
350,centralized,cdp,0.05,4.0,10.368183700844986,0,30,0.1765
355,centralized,cdp,0.05,4.0,10.368183700844986,0,30,0.1441
360,centralized,cdp,0.05,4.0,10.368183700844986,0,30,0.1624
365,centralized,cdp,0.05,4.0,10.368183700844986,0,30,0.1685
370,centralized,cdp,0.05,4.0,10.368183700844986,0,30,0.192
375,centralized,cdp,0.05,4.0,10.368183700844986,0,30,0.1879
380,centralized,cdp,0.05,4.0,10.368183700844986,0,30,0.2182
385,centralized,cdp,0.05,4.0,10.368183700844986,0,30,0.213
390,centralized,cdp,0.05,4.0,10.368183700844986,0,30,0.2131
395,centralized,cdp,0.05,4.0,10.368183700844986,0,30,0.231
400,centralized,cdp,0.05,4.0,10.368183700844986,0,30,0.2507
405,centralized,cdp,0.05,4.0,10.368183700844986,0,30,0.2602
410,centralized,cdp,0.05,4.0,10.368183700844986,0,30,0.2503
415,centralized,cdp,0.05,4.0,10.368183700844986,0,30,0.2351
420,centralized,cdp,0.05,4.0,10.368183700844986,0,30,0.253
425,centralized,cdp,0.05,4.0,10.368183700844986,0,30,0.2588
430,centralized,cdp,0.05,4.0,10.368183700844986,0,30,0.2599
435,centralized,cdp,0.05,4.0,10.368183700844986,0,30,0.2424
440,centralized,cdp,0.05,4.0,10.368183700844986,0,30,0.2574
445,centralized,cdp,0.05,4.0,10.368183700844986,0,30,0.2537
450,centralized,cdp,0.05,4.0,10.368183700844986,0,30,0.2469
455,centralized,cdp,0.05,4.0,10.368183700844986,0,30,0.2288
460,centralized,cdp,0.05,4.0,10.368183700844986,0,30,0.1994
465,centralized,cdp,0.05,4.0,10.368183700844986,0,30,0.1981
470,centralized,cdp,0.05,4.0,10.368183700844986,0,30,0.1986
475,centralized,cdp,0.05,4.0,10.368183700844986,0,30,0.2087
