Step,topology,method,lr,clip,sigma,sigma_cor,epsilon,accuracy
-1,centralized,cdp,0.01,2.0,5.184091850422493,0,30,0.0
0,centralized,cdp,0.01,2.0,5.184091850422493,0,30,0.10351250000000001
5,centralized,cdp,0.01,2.0,5.184091850422493,0,30,0.1043
10,centralized,cdp,0.01,2.0,5.184091850422493,0,30,0.1158
15,centralized,cdp,0.01,2.0,5.184091850422493,0,30,0.0772
20,centralized,cdp,0.01,2.0,5.184091850422493,0,30,0.0774
25,centralized,cdp,0.01,2.0,5.184091850422493,0,30,0.1181
30,centralized,cdp,0.01,2.0,5.184091850422493,0,30,0.1723
35,centralized,cdp,0.01,2.0,5.184091850422493,0,30,0.1376
40,centralized,cdp,0.01,2.0,5.184091850422493,0,30,0.1387
45,centralized,cdp,0.01,2.0,5.184091850422493,0,30,0.1614
50,centralized,cdp,0.01,2.0,5.184091850422493,0,30,0.1427
55,centralized,cdp,0.01,2.0,5.184091850422493,0,30,0.1416
60,centralized,cdp,0.01,2.0,5.184091850422493,0,30,0.1301
65,centralized,cdp,0.01,2.0,5.184091850422493,0,30,0.1347
70,centralized,cdp,0.01,2.0,5.184091850422493,0,30,0.1207
75,centralized,cdp,0.01,2.0,5.184091850422493,0,30,0.1192
80,centralized,cdp,0.01,2.0,5.184091850422493,0,30,0.125
85,centralized,cdp,0.01,2.0,5.184091850422493,0,30,0.1195
90,centralized,cdp,0.01,2.0,5.184091850422493,0,30,0.1262
95,centralized,cdp,0.01,2.0,5.184091850422493,0,30,0.158
100,centralized,cdp,0.01,2.0,5.184091850422493,0,30,0.1661
105,centralized,cdp,0.01,2.0,5.184091850422493,0,30,0.1506
110,centralized,cdp,0.01,2.0,5.184091850422493,0,30,0.1376
115,centralized,cdp,0.01,2.0,5.184091850422493,0,30,0.1427
120,centralized,cdp,0.01,2.0,5.184091850422493,0,30,0.1297
125,centralized,cdp,0.01,2.0,5.184091850422493,0,30,0.133
130,centralized,cdp,0.01,2.0,5.184091850422493,0,30,0.1221
135,centralized,cdp,0.01,2.0,5.184091850422493,0,30,0.1129
140,centralized,cdp,0.01,2.0,5.184091850422493,0,30,0.1113
145,centralized,cdp,0.01,2.0,5.184091850422493,0,30,0.1243
150,centralized,cdp,0.01,2.0,5.184091850422493,0,30,0.1261
155,centralized,cdp,0.01,2.0,5.184091850422493,0,30,0.1317
160,centralized,cdp,0.01,2.0,5.184091850422493,0,30,0.1332
165,centralized,cdp,0.01,2.0,5.184091850422493,0,30,0.133
170,centralized,cdp,0.01,2.0,5.184091850422493,0,30,0.127
175,centralized,cdp,0.01,2.0,5.184091850422493,0,30,0.141
180,centralized,cdp,0.01,2.0,5.184091850422493,0,30,0.1372
185,centralized,cdp,0.01,2.0,5.184091850422493,0,30,0.1323
190,centralized,cdp,0.01,2.0,5.184091850422493,0,30,0.1312
195,centralized,cdp,0.01,2.0,5.184091850422493,0,30,0.1211
200,centralized,cdp,0.01,2.0,5.184091850422493,0,30,0.1267
205,centralized,cdp,0.01,2.0,5.184091850422493,0,30,0.1241
210,centralized,cdp,0.01,2.0,5.184091850422493,0,30,0.1322
215,centralized,cdp,0.01,2.0,5.184091850422493,0,30,0.1266
220,centralized,cdp,0.01,2.0,5.184091850422493,0,30,0.1246
225,centralized,cdp,0.01,2.0,5.184091850422493,0,30,0.1092
230,centralized,cdp,0.01,2.0,5.184091850422493,0,30,0.1065
235,centralized,cdp,0.01,2.0,5.184091850422493,0,30,0.1175
240,centralized,cdp,0.01,2.0,5.184091850422493,0,30,0.1227
245,centralized,cdp,0.01,2.0,5.184091850422493,0,30,0.1265
250,centralized,cdp,0.01,2.0,5.184091850422493,0,30,0.1255
255,centralized,cdp,0.01,2.0,5.184091850422493,0,30,0.1176
260,centralized,cdp,0.01,2.0,5.184091850422493,0,30,0.1241
265,centralized,cdp,0.01,2.0,5.184091850422493,0,30,0.127
270,centralized,cdp,0.01,2.0,5.184091850422493,0,30,0.1353
275,centralized,cdp,0.01,2.0,5.184091850422493,0,30,0.1519
280,centralized,cdp,0.01,2.0,5.184091850422493,0,30,0.1553
285,centralized,cdp,0.01,2.0,5.184091850422493,0,30,0.1479
290,centralized,cdp,0.01,2.0,5.184091850422493,0,30,0.138
295,centralized,cdp,0.01,2.0,5.184091850422493,0,30,0.1447
300,centralized,cdp,0.01,2.0,5.184091850422493,0,30,0.1466
305,centralized,cdp,0.01,2.0,5.184091850422493,0,30,0.1486
310,centralized,cdp,0.01,2.0,5.184091850422493,0,30,0.1483
315,centralized,cdp,0.01,2.0,5.184091850422493,0,30,0.1467
320,centralized,cdp,0.01,2.0,5.184091850422493,0,30,0.1496
325,centralized,cdp,0.01,2.0,5.184091850422493,0,30,0.1585
330,centralized,cdp,0.01,2.0,5.184091850422493,0,30,0.1638
335,centralized,cdp,0.01,2.0,5.184091850422493,0,30,0.168
340,centralized,cdp,0.01,2.0,5.184091850422493,0,30,0.1737
345,centralized,cdp,0.01,2.0,5.184091850422493,0,30,0.1891
350,centralized,cdp,0.01,2.0,5.184091850422493,0,30,0.2163
355,centralized,cdp,0.01,2.0,5.184091850422493,0,30,0.2148
360,centralized,cdp,0.01,2.0,5.184091850422493,0,30,0.2271
365,centralized,cdp,0.01,2.0,5.184091850422493,0,30,0.2285
370,centralized,cdp,0.01,2.0,5.184091850422493,0,30,0.2264
375,centralized,cdp,0.01,2.0,5.184091850422493,0,30,0.2219
380,centralized,cdp,0.01,2.0,5.184091850422493,0,30,0.2102
385,centralized,cdp,0.01,2.0,5.184091850422493,0,30,0.2151
390,centralized,cdp,0.01,2.0,5.184091850422493,0,30,0.2185
395,centralized,cdp,0.01,2.0,5.184091850422493,0,30,0.2107
400,centralized,cdp,0.01,2.0,5.184091850422493,0,30,0.2076
405,centralized,cdp,0.01,2.0,5.184091850422493,0,30,0.2136
410,centralized,cdp,0.01,2.0,5.184091850422493,0,30,0.2019
415,centralized,cdp,0.01,2.0,5.184091850422493,0,30,0.2107
420,centralized,cdp,0.01,2.0,5.184091850422493,0,30,0.2052
425,centralized,cdp,0.01,2.0,5.184091850422493,0,30,0.2205
430,centralized,cdp,0.01,2.0,5.184091850422493,0,30,0.2222
435,centralized,cdp,0.01,2.0,5.184091850422493,0,30,0.2244
440,centralized,cdp,0.01,2.0,5.184091850422493,0,30,0.2142
445,centralized,cdp,0.01,2.0,5.184091850422493,0,30,0.2217
450,centralized,cdp,0.01,2.0,5.184091850422493,0,30,0.2282
455,centralized,cdp,0.01,2.0,5.184091850422493,0,30,0.2328
460,centralized,cdp,0.01,2.0,5.184091850422493,0,30,0.2211
465,centralized,cdp,0.01,2.0,5.184091850422493,0,30,0.227
470,centralized,cdp,0.01,2.0,5.184091850422493,0,30,0.2213
475,centralized,cdp,0.01,2.0,5.184091850422493,0,30,0.2183
480,centralized,cdp,0.01,2.0,5.184091850422493,0,30,0.2214
485,centralized,cdp,0.01,2.0,5.184091850422493,0,30,0.2235
490,centralized,cdp,0.01,2.0,5.184091850422493,0,30,0.2313
495,centralized,cdp,0.01,2.0,5.184091850422493,0,30,0.2489
500,centralized,cdp,0.01,2.0,5.184091850422493,0,30,0.2412
