Step,topology,method,lr,clip,sigma,sigma_cor,epsilon,accuracy
-1,centralized,cdp,0.1,2.5,6.480114813028116,0,30,0.0
0,centralized,cdp,0.1,2.5,6.480114813028116,0,30,0.08926875000000001
5,centralized,cdp,0.1,2.5,6.480114813028116,0,30,0.1071
10,centralized,cdp,0.1,2.5,6.480114813028116,0,30,0.1077
15,centralized,cdp,0.1,2.5,6.480114813028116,0,30,0.1045
20,centralized,cdp,0.1,2.5,6.480114813028116,0,30,0.1403
25,centralized,cdp,0.1,2.5,6.480114813028116,0,30,0.1624
30,centralized,cdp,0.1,2.5,6.480114813028116,0,30,0.1586
35,centralized,cdp,0.1,2.5,6.480114813028116,0,30,0.1734
40,centralized,cdp,0.1,2.5,6.480114813028116,0,30,0.1595
45,centralized,cdp,0.1,2.5,6.480114813028116,0,30,0.1595
50,centralized,cdp,0.1,2.5,6.480114813028116,0,30,0.1567
55,centralized,cdp,0.1,2.5,6.480114813028116,0,30,0.1504
60,centralized,cdp,0.1,2.5,6.480114813028116,0,30,0.1478
65,centralized,cdp,0.1,2.5,6.480114813028116,0,30,0.1544
70,centralized,cdp,0.1,2.5,6.480114813028116,0,30,0.1662
75,centralized,cdp,0.1,2.5,6.480114813028116,0,30,0.1761
80,centralized,cdp,0.1,2.5,6.480114813028116,0,30,0.1653
85,centralized,cdp,0.1,2.5,6.480114813028116,0,30,0.1716
90,centralized,cdp,0.1,2.5,6.480114813028116,0,30,0.1751
95,centralized,cdp,0.1,2.5,6.480114813028116,0,30,0.1895
100,centralized,cdp,0.1,2.5,6.480114813028116,0,30,0.191
105,centralized,cdp,0.1,2.5,6.480114813028116,0,30,0.2033
110,centralized,cdp,0.1,2.5,6.480114813028116,0,30,0.2227
115,centralized,cdp,0.1,2.5,6.480114813028116,0,30,0.2233
120,centralized,cdp,0.1,2.5,6.480114813028116,0,30,0.1978
125,centralized,cdp,0.1,2.5,6.480114813028116,0,30,0.2095
130,centralized,cdp,0.1,2.5,6.480114813028116,0,30,0.213
135,centralized,cdp,0.1,2.5,6.480114813028116,0,30,0.2032
140,centralized,cdp,0.1,2.5,6.480114813028116,0,30,0.19
145,centralized,cdp,0.1,2.5,6.480114813028116,0,30,0.2176
150,centralized,cdp,0.1,2.5,6.480114813028116,0,30,0.2095
155,centralized,cdp,0.1,2.5,6.480114813028116,0,30,0.214
160,centralized,cdp,0.1,2.5,6.480114813028116,0,30,0.2138
165,centralized,cdp,0.1,2.5,6.480114813028116,0,30,0.2196
170,centralized,cdp,0.1,2.5,6.480114813028116,0,30,0.1923
175,centralized,cdp,0.1,2.5,6.480114813028116,0,30,0.1751
180,centralized,cdp,0.1,2.5,6.480114813028116,0,30,0.2069
185,centralized,cdp,0.1,2.5,6.480114813028116,0,30,0.1932
190,centralized,cdp,0.1,2.5,6.480114813028116,0,30,0.1857
195,centralized,cdp,0.1,2.5,6.480114813028116,0,30,0.1921
200,centralized,cdp,0.1,2.5,6.480114813028116,0,30,0.2017
205,centralized,cdp,0.1,2.5,6.480114813028116,0,30,0.2038
210,centralized,cdp,0.1,2.5,6.480114813028116,0,30,0.1911
215,centralized,cdp,0.1,2.5,6.480114813028116,0,30,0.2087
220,centralized,cdp,0.1,2.5,6.480114813028116,0,30,0.2142
225,centralized,cdp,0.1,2.5,6.480114813028116,0,30,0.218
230,centralized,cdp,0.1,2.5,6.480114813028116,0,30,0.2017
235,centralized,cdp,0.1,2.5,6.480114813028116,0,30,0.2047
