Step,topology,method,lr,clip,sigma,sigma_cor,epsilon,accuracy
-1,centralized,cdp,0.01,0.5,1.2960229626056232,0,30,0.0
0,centralized,cdp,0.01,0.5,1.2960229626056232,0,30,0.1021625
5,centralized,cdp,0.01,0.5,1.2960229626056232,0,30,0.1175
10,centralized,cdp,0.01,0.5,1.2960229626056232,0,30,0.1289
15,centralized,cdp,0.01,0.5,1.2960229626056232,0,30,0.1426
20,centralized,cdp,0.01,0.5,1.2960229626056232,0,30,0.1737
25,centralized,cdp,0.01,0.5,1.2960229626056232,0,30,0.1708
30,centralized,cdp,0.01,0.5,1.2960229626056232,0,30,0.1711
35,centralized,cdp,0.01,0.5,1.2960229626056232,0,30,0.2126
40,centralized,cdp,0.01,0.5,1.2960229626056232,0,30,0.2028
45,centralized,cdp,0.01,0.5,1.2960229626056232,0,30,0.177
50,centralized,cdp,0.01,0.5,1.2960229626056232,0,30,0.2052
55,centralized,cdp,0.01,0.5,1.2960229626056232,0,30,0.1782
60,centralized,cdp,0.01,0.5,1.2960229626056232,0,30,0.181
65,centralized,cdp,0.01,0.5,1.2960229626056232,0,30,0.1623
70,centralized,cdp,0.01,0.5,1.2960229626056232,0,30,0.1939
75,centralized,cdp,0.01,0.5,1.2960229626056232,0,30,0.1886
80,centralized,cdp,0.01,0.5,1.2960229626056232,0,30,0.1693
85,centralized,cdp,0.01,0.5,1.2960229626056232,0,30,0.1634
90,centralized,cdp,0.01,0.5,1.2960229626056232,0,30,0.1761
95,centralized,cdp,0.01,0.5,1.2960229626056232,0,30,0.1789
100,centralized,cdp,0.01,0.5,1.2960229626056232,0,30,0.1852
105,centralized,cdp,0.01,0.5,1.2960229626056232,0,30,0.1855
110,centralized,cdp,0.01,0.5,1.2960229626056232,0,30,0.1868
115,centralized,cdp,0.01,0.5,1.2960229626056232,0,30,0.195
120,centralized,cdp,0.01,0.5,1.2960229626056232,0,30,0.1931
