Step,topology,method,lr,clip,sigma,sigma_cor,epsilon,accuracy
-1,centralized,cdp,0.05,3.5,9.072160738239363,0,30,0.0
0,centralized,cdp,0.05,3.5,9.072160738239363,0,30,0.095775
5,centralized,cdp,0.05,3.5,9.072160738239363,0,30,0.1054
10,centralized,cdp,0.05,3.5,9.072160738239363,0,30,0.1817
15,centralized,cdp,0.05,3.5,9.072160738239363,0,30,0.1878
20,centralized,cdp,0.05,3.5,9.072160738239363,0,30,0.1716
25,centralized,cdp,0.05,3.5,9.072160738239363,0,30,0.167
30,centralized,cdp,0.05,3.5,9.072160738239363,0,30,0.1762
35,centralized,cdp,0.05,3.5,9.072160738239363,0,30,0.1403
40,centralized,cdp,0.05,3.5,9.072160738239363,0,30,0.1371
45,centralized,cdp,0.05,3.5,9.072160738239363,0,30,0.1266
50,centralized,cdp,0.05,3.5,9.072160738239363,0,30,0.1297
55,centralized,cdp,0.05,3.5,9.072160738239363,0,30,0.1265
60,centralized,cdp,0.05,3.5,9.072160738239363,0,30,0.1299
65,centralized,cdp,0.05,3.5,9.072160738239363,0,30,0.1656
70,centralized,cdp,0.05,3.5,9.072160738239363,0,30,0.1478
75,centralized,cdp,0.05,3.5,9.072160738239363,0,30,0.1304
80,centralized,cdp,0.05,3.5,9.072160738239363,0,30,0.1273
85,centralized,cdp,0.05,3.5,9.072160738239363,0,30,0.1662
90,centralized,cdp,0.05,3.5,9.072160738239363,0,30,0.2063
95,centralized,cdp,0.05,3.5,9.072160738239363,0,30,0.2921
100,centralized,cdp,0.05,3.5,9.072160738239363,0,30,0.2237
105,centralized,cdp,0.05,3.5,9.072160738239363,0,30,0.2144
110,centralized,cdp,0.05,3.5,9.072160738239363,0,30,0.2733
115,centralized,cdp,0.05,3.5,9.072160738239363,0,30,0.2974
120,centralized,cdp,0.05,3.5,9.072160738239363,0,30,0.2738
125,centralized,cdp,0.05,3.5,9.072160738239363,0,30,0.2571
130,centralized,cdp,0.05,3.5,9.072160738239363,0,30,0.2626
135,centralized,cdp,0.05,3.5,9.072160738239363,0,30,0.2461
140,centralized,cdp,0.05,3.5,9.072160738239363,0,30,0.2332
145,centralized,cdp,0.05,3.5,9.072160738239363,0,30,0.2286
150,centralized,cdp,0.05,3.5,9.072160738239363,0,30,0.2296
155,centralized,cdp,0.05,3.5,9.072160738239363,0,30,0.2449
160,centralized,cdp,0.05,3.5,9.072160738239363,0,30,0.2337
165,centralized,cdp,0.05,3.5,9.072160738239363,0,30,0.2109
170,centralized,cdp,0.05,3.5,9.072160738239363,0,30,0.2037
175,centralized,cdp,0.05,3.5,9.072160738239363,0,30,0.2166
180,centralized,cdp,0.05,3.5,9.072160738239363,0,30,0.218
185,centralized,cdp,0.05,3.5,9.072160738239363,0,30,0.2271
190,centralized,cdp,0.05,3.5,9.072160738239363,0,30,0.211
195,centralized,cdp,0.05,3.5,9.072160738239363,0,30,0.2033
200,centralized,cdp,0.05,3.5,9.072160738239363,0,30,0.1869
205,centralized,cdp,0.05,3.5,9.072160738239363,0,30,0.1971
210,centralized,cdp,0.05,3.5,9.072160738239363,0,30,0.2174
215,centralized,cdp,0.05,3.5,9.072160738239363,0,30,0.2045
220,centralized,cdp,0.05,3.5,9.072160738239363,0,30,0.2192
225,centralized,cdp,0.05,3.5,9.072160738239363,0,30,0.191
230,centralized,cdp,0.05,3.5,9.072160738239363,0,30,0.1894
235,centralized,cdp,0.05,3.5,9.072160738239363,0,30,0.1897
240,centralized,cdp,0.05,3.5,9.072160738239363,0,30,0.1821
245,centralized,cdp,0.05,3.5,9.072160738239363,0,30,0.1902
250,centralized,cdp,0.05,3.5,9.072160738239363,0,30,0.1874
255,centralized,cdp,0.05,3.5,9.072160738239363,0,30,0.1903
260,centralized,cdp,0.05,3.5,9.072160738239363,0,30,0.1893
265,centralized,cdp,0.05,3.5,9.072160738239363,0,30,0.1746
270,centralized,cdp,0.05,3.5,9.072160738239363,0,30,0.1795
275,centralized,cdp,0.05,3.5,9.072160738239363,0,30,0.1753
280,centralized,cdp,0.05,3.5,9.072160738239363,0,30,0.175
285,centralized,cdp,0.05,3.5,9.072160738239363,0,30,0.1562
290,centralized,cdp,0.05,3.5,9.072160738239363,0,30,0.1341
295,centralized,cdp,0.05,3.5,9.072160738239363,0,30,0.146
300,centralized,cdp,0.05,3.5,9.072160738239363,0,30,0.1806
305,centralized,cdp,0.05,3.5,9.072160738239363,0,30,0.1716
310,centralized,cdp,0.05,3.5,9.072160738239363,0,30,0.194
315,centralized,cdp,0.05,3.5,9.072160738239363,0,30,0.2021
320,centralized,cdp,0.05,3.5,9.072160738239363,0,30,0.2045
325,centralized,cdp,0.05,3.5,9.072160738239363,0,30,0.1871
330,centralized,cdp,0.05,3.5,9.072160738239363,0,30,0.1872
335,centralized,cdp,0.05,3.5,9.072160738239363,0,30,0.1887
340,centralized,cdp,0.05,3.5,9.072160738239363,0,30,0.2
345,centralized,cdp,0.05,3.5,9.072160738239363,0,30,0.1934
350,centralized,cdp,0.05,3.5,9.072160738239363,0,30,0.1828
355,centralized,cdp,0.05,3.5,9.072160738239363,0,30,0.1703
360,centralized,cdp,0.05,3.5,9.072160738239363,0,30,0.1741
365,centralized,cdp,0.05,3.5,9.072160738239363,0,30,0.1813
370,centralized,cdp,0.05,3.5,9.072160738239363,0,30,0.1859
375,centralized,cdp,0.05,3.5,9.072160738239363,0,30,0.1874
380,centralized,cdp,0.05,3.5,9.072160738239363,0,30,0.1888
385,centralized,cdp,0.05,3.5,9.072160738239363,0,30,0.1865
390,centralized,cdp,0.05,3.5,9.072160738239363,0,30,0.1688
395,centralized,cdp,0.05,3.5,9.072160738239363,0,30,0.1801
400,centralized,cdp,0.05,3.5,9.072160738239363,0,30,0.1806
405,centralized,cdp,0.05,3.5,9.072160738239363,0,30,0.1714
410,centralized,cdp,0.05,3.5,9.072160738239363,0,30,0.1738
415,centralized,cdp,0.05,3.5,9.072160738239363,0,30,0.18
420,centralized,cdp,0.05,3.5,9.072160738239363,0,30,0.1955
425,centralized,cdp,0.05,3.5,9.072160738239363,0,30,0.1942
430,centralized,cdp,0.05,3.5,9.072160738239363,0,30,0.197
435,centralized,cdp,0.05,3.5,9.072160738239363,0,30,0.1937
440,centralized,cdp,0.05,3.5,9.072160738239363,0,30,0.2027
445,centralized,cdp,0.05,3.5,9.072160738239363,0,30,0.2046
450,centralized,cdp,0.05,3.5,9.072160738239363,0,30,0.1976
455,centralized,cdp,0.05,3.5,9.072160738239363,0,30,0.1903
460,centralized,cdp,0.05,3.5,9.072160738239363,0,30,0.1836
465,centralized,cdp,0.05,3.5,9.072160738239363,0,30,0.1747
