Step,topology,method,lr,clip,sigma,sigma_cor,epsilon,accuracy
-1,centralized,cdp,0.01,1.0,2.5920459252112464,0,30,0.0
0,centralized,cdp,0.01,1.0,2.5920459252112464,0,30,0.109025
5,centralized,cdp,0.01,1.0,2.5920459252112464,0,30,0.0952
10,centralized,cdp,0.01,1.0,2.5920459252112464,0,30,0.1406
15,centralized,cdp,0.01,1.0,2.5920459252112464,0,30,0.1313
20,centralized,cdp,0.01,1.0,2.5920459252112464,0,30,0.126
25,centralized,cdp,0.01,1.0,2.5920459252112464,0,30,0.1249
30,centralized,cdp,0.01,1.0,2.5920459252112464,0,30,0.1107
35,centralized,cdp,0.01,1.0,2.5920459252112464,0,30,0.1398
40,centralized,cdp,0.01,1.0,2.5920459252112464,0,30,0.1378
45,centralized,cdp,0.01,1.0,2.5920459252112464,0,30,0.1502
50,centralized,cdp,0.01,1.0,2.5920459252112464,0,30,0.1527
55,centralized,cdp,0.01,1.0,2.5920459252112464,0,30,0.1558
60,centralized,cdp,0.01,1.0,2.5920459252112464,0,30,0.1397
65,centralized,cdp,0.01,1.0,2.5920459252112464,0,30,0.1461
70,centralized,cdp,0.01,1.0,2.5920459252112464,0,30,0.1619
75,centralized,cdp,0.01,1.0,2.5920459252112464,0,30,0.152
80,centralized,cdp,0.01,1.0,2.5920459252112464,0,30,0.1422
85,centralized,cdp,0.01,1.0,2.5920459252112464,0,30,0.1319
90,centralized,cdp,0.01,1.0,2.5920459252112464,0,30,0.1538
95,centralized,cdp,0.01,1.0,2.5920459252112464,0,30,0.1715
100,centralized,cdp,0.01,1.0,2.5920459252112464,0,30,0.1496
105,centralized,cdp,0.01,1.0,2.5920459252112464,0,30,0.1578
110,centralized,cdp,0.01,1.0,2.5920459252112464,0,30,0.1616
115,centralized,cdp,0.01,1.0,2.5920459252112464,0,30,0.1629
120,centralized,cdp,0.01,1.0,2.5920459252112464,0,30,0.1394
125,centralized,cdp,0.01,1.0,2.5920459252112464,0,30,0.1521
130,centralized,cdp,0.01,1.0,2.5920459252112464,0,30,0.1591
135,centralized,cdp,0.01,1.0,2.5920459252112464,0,30,0.1959
140,centralized,cdp,0.01,1.0,2.5920459252112464,0,30,0.2123
145,centralized,cdp,0.01,1.0,2.5920459252112464,0,30,0.1864
150,centralized,cdp,0.01,1.0,2.5920459252112464,0,30,0.1637
155,centralized,cdp,0.01,1.0,2.5920459252112464,0,30,0.1737
160,centralized,cdp,0.01,1.0,2.5920459252112464,0,30,0.1813
165,centralized,cdp,0.01,1.0,2.5920459252112464,0,30,0.1428
170,centralized,cdp,0.01,1.0,2.5920459252112464,0,30,0.119
175,centralized,cdp,0.01,1.0,2.5920459252112464,0,30,0.1247
180,centralized,cdp,0.01,1.0,2.5920459252112464,0,30,0.1192
185,centralized,cdp,0.01,1.0,2.5920459252112464,0,30,0.1304
190,centralized,cdp,0.01,1.0,2.5920459252112464,0,30,0.1197
195,centralized,cdp,0.01,1.0,2.5920459252112464,0,30,0.1115
200,centralized,cdp,0.01,1.0,2.5920459252112464,0,30,0.1072
205,centralized,cdp,0.01,1.0,2.5920459252112464,0,30,0.1102
210,centralized,cdp,0.01,1.0,2.5920459252112464,0,30,0.1064
215,centralized,cdp,0.01,1.0,2.5920459252112464,0,30,0.1037
220,centralized,cdp,0.01,1.0,2.5920459252112464,0,30,0.1118
225,centralized,cdp,0.01,1.0,2.5920459252112464,0,30,0.1066
230,centralized,cdp,0.01,1.0,2.5920459252112464,0,30,0.1053
235,centralized,cdp,0.01,1.0,2.5920459252112464,0,30,0.1039
240,centralized,cdp,0.01,1.0,2.5920459252112464,0,30,0.1058
245,centralized,cdp,0.01,1.0,2.5920459252112464,0,30,0.1042
250,centralized,cdp,0.01,1.0,2.5920459252112464,0,30,0.1058
255,centralized,cdp,0.01,1.0,2.5920459252112464,0,30,0.1078
260,centralized,cdp,0.01,1.0,2.5920459252112464,0,30,0.1055
265,centralized,cdp,0.01,1.0,2.5920459252112464,0,30,0.1064
270,centralized,cdp,0.01,1.0,2.5920459252112464,0,30,0.115
275,centralized,cdp,0.01,1.0,2.5920459252112464,0,30,0.1103
280,centralized,cdp,0.01,1.0,2.5920459252112464,0,30,0.1016
285,centralized,cdp,0.01,1.0,2.5920459252112464,0,30,0.105
290,centralized,cdp,0.01,1.0,2.5920459252112464,0,30,0.1058
295,centralized,cdp,0.01,1.0,2.5920459252112464,0,30,0.1048
300,centralized,cdp,0.01,1.0,2.5920459252112464,0,30,0.1054
305,centralized,cdp,0.01,1.0,2.5920459252112464,0,30,0.1103
310,centralized,cdp,0.01,1.0,2.5920459252112464,0,30,0.1071
315,centralized,cdp,0.01,1.0,2.5920459252112464,0,30,0.1113
320,centralized,cdp,0.01,1.0,2.5920459252112464,0,30,0.106
325,centralized,cdp,0.01,1.0,2.5920459252112464,0,30,0.1054
330,centralized,cdp,0.01,1.0,2.5920459252112464,0,30,0.1052
335,centralized,cdp,0.01,1.0,2.5920459252112464,0,30,0.1065
340,centralized,cdp,0.01,1.0,2.5920459252112464,0,30,0.1108
345,centralized,cdp,0.01,1.0,2.5920459252112464,0,30,0.112
350,centralized,cdp,0.01,1.0,2.5920459252112464,0,30,0.1181
355,centralized,cdp,0.01,1.0,2.5920459252112464,0,30,0.1166
360,centralized,cdp,0.01,1.0,2.5920459252112464,0,30,0.1192
365,centralized,cdp,0.01,1.0,2.5920459252112464,0,30,0.1239
370,centralized,cdp,0.01,1.0,2.5920459252112464,0,30,0.1367
375,centralized,cdp,0.01,1.0,2.5920459252112464,0,30,0.1351
380,centralized,cdp,0.01,1.0,2.5920459252112464,0,30,0.1406
385,centralized,cdp,0.01,1.0,2.5920459252112464,0,30,0.1535
390,centralized,cdp,0.01,1.0,2.5920459252112464,0,30,0.1505
395,centralized,cdp,0.01,1.0,2.5920459252112464,0,30,0.1555
400,centralized,cdp,0.01,1.0,2.5920459252112464,0,30,0.1529
405,centralized,cdp,0.01,1.0,2.5920459252112464,0,30,0.1552
410,centralized,cdp,0.01,1.0,2.5920459252112464,0,30,0.1541
415,centralized,cdp,0.01,1.0,2.5920459252112464,0,30,0.1658
420,centralized,cdp,0.01,1.0,2.5920459252112464,0,30,0.1493
