Step,topology,method,lr,clip,sigma,sigma_cor,epsilon,accuracy
425,centralized,cdp,0.01,1.0,2.5920459252112464,0,30,0.1429
430,centralized,cdp,0.01,1.0,2.5920459252112464,0,30,0.1365
435,centralized,cdp,0.01,1.0,2.5920459252112464,0,30,0.1415
440,centralized,cdp,0.01,1.0,2.5920459252112464,0,30,0.1496
445,centralized,cdp,0.01,1.0,2.5920459252112464,0,30,0.1677
450,centralized,cdp,0.01,1.0,2.5920459252112464,0,30,0.1701
455,centralized,cdp,0.01,1.0,2.5920459252112464,0,30,0.1799
460,centralized,cdp,0.01,1.0,2.5920459252112464,0,30,0.1842
465,centralized,cdp,0.01,1.0,2.5920459252112464,0,30,0.2008
470,centralized,cdp,0.01,1.0,2.5920459252112464,0,30,0.1833
475,centralized,cdp,0.01,1.0,2.5920459252112464,0,30,0.1769
480,centralized,cdp,0.01,1.0,2.5920459252112464,0,30,0.1826
485,centralized,cdp,0.01,1.0,2.5920459252112464,0,30,0.1874
490,centralized,cdp,0.01,1.0,2.5920459252112464,0,30,0.2017
495,centralized,cdp,0.01,1.0,2.5920459252112464,0,30,0.1914
500,centralized,cdp,0.01,1.0,2.5920459252112464,0,30,0.1961
