Step,topology,method,lr,clip,sigma,sigma_cor,epsilon,accuracy
-1,centralized,cdp,0.05,1.0,2.5920459252112464,0,30,0.0
0,centralized,cdp,0.05,1.0,2.5920459252112464,0,30,0.11308125
5,centralized,cdp,0.05,1.0,2.5920459252112464,0,30,0.0784
10,centralized,cdp,0.05,1.0,2.5920459252112464,0,30,0.094
15,centralized,cdp,0.05,1.0,2.5920459252112464,0,30,0.1167
20,centralized,cdp,0.05,1.0,2.5920459252112464,0,30,0.1289
25,centralized,cdp,0.05,1.0,2.5920459252112464,0,30,0.1542
30,centralized,cdp,0.05,1.0,2.5920459252112464,0,30,0.1561
35,centralized,cdp,0.05,1.0,2.5920459252112464,0,30,0.1486
40,centralized,cdp,0.05,1.0,2.5920459252112464,0,30,0.1604
45,centralized,cdp,0.05,1.0,2.5920459252112464,0,30,0.1597
50,centralized,cdp,0.05,1.0,2.5920459252112464,0,30,0.1424
55,centralized,cdp,0.05,1.0,2.5920459252112464,0,30,0.1213
60,centralized,cdp,0.05,1.0,2.5920459252112464,0,30,0.1303
65,centralized,cdp,0.05,1.0,2.5920459252112464,0,30,0.1277
70,centralized,cdp,0.05,1.0,2.5920459252112464,0,30,0.1339
75,centralized,cdp,0.05,1.0,2.5920459252112464,0,30,0.1759
80,centralized,cdp,0.05,1.0,2.5920459252112464,0,30,0.1799
85,centralized,cdp,0.05,1.0,2.5920459252112464,0,30,0.1764
90,centralized,cdp,0.05,1.0,2.5920459252112464,0,30,0.1669
95,centralized,cdp,0.05,1.0,2.5920459252112464,0,30,0.1692
100,centralized,cdp,0.05,1.0,2.5920459252112464,0,30,0.1639
105,centralized,cdp,0.05,1.0,2.5920459252112464,0,30,0.1793
110,centralized,cdp,0.05,1.0,2.5920459252112464,0,30,0.1367
115,centralized,cdp,0.05,1.0,2.5920459252112464,0,30,0.1278
120,centralized,cdp,0.05,1.0,2.5920459252112464,0,30,0.1533
125,centralized,cdp,0.05,1.0,2.5920459252112464,0,30,0.1791
130,centralized,cdp,0.05,1.0,2.5920459252112464,0,30,0.1986
135,centralized,cdp,0.05,1.0,2.5920459252112464,0,30,0.1747
140,centralized,cdp,0.05,1.0,2.5920459252112464,0,30,0.1688
145,centralized,cdp,0.05,1.0,2.5920459252112464,0,30,0.1867
150,centralized,cdp,0.05,1.0,2.5920459252112464,0,30,0.1756
155,centralized,cdp,0.05,1.0,2.5920459252112464,0,30,0.1841
160,centralized,cdp,0.05,1.0,2.5920459252112464,0,30,0.1555
165,centralized,cdp,0.05,1.0,2.5920459252112464,0,30,0.141
170,centralized,cdp,0.05,1.0,2.5920459252112464,0,30,0.1449
175,centralized,cdp,0.05,1.0,2.5920459252112464,0,30,0.1666
180,centralized,cdp,0.05,1.0,2.5920459252112464,0,30,0.191
185,centralized,cdp,0.05,1.0,2.5920459252112464,0,30,0.1866
190,centralized,cdp,0.05,1.0,2.5920459252112464,0,30,0.2115
195,centralized,cdp,0.05,1.0,2.5920459252112464,0,30,0.2035
200,centralized,cdp,0.05,1.0,2.5920459252112464,0,30,0.1919
205,centralized,cdp,0.05,1.0,2.5920459252112464,0,30,0.1804
210,centralized,cdp,0.05,1.0,2.5920459252112464,0,30,0.17
215,centralized,cdp,0.05,1.0,2.5920459252112464,0,30,0.1918
220,centralized,cdp,0.05,1.0,2.5920459252112464,0,30,0.201
225,centralized,cdp,0.05,1.0,2.5920459252112464,0,30,0.216
230,centralized,cdp,0.05,1.0,2.5920459252112464,0,30,0.2069
235,centralized,cdp,0.05,1.0,2.5920459252112464,0,30,0.2077
240,centralized,cdp,0.05,1.0,2.5920459252112464,0,30,0.1969
245,centralized,cdp,0.05,1.0,2.5920459252112464,0,30,0.1766
250,centralized,cdp,0.05,1.0,2.5920459252112464,0,30,0.1654
255,centralized,cdp,0.05,1.0,2.5920459252112464,0,30,0.142
260,centralized,cdp,0.05,1.0,2.5920459252112464,0,30,0.125
265,centralized,cdp,0.05,1.0,2.5920459252112464,0,30,0.1537
270,centralized,cdp,0.05,1.0,2.5920459252112464,0,30,0.1559
275,centralized,cdp,0.05,1.0,2.5920459252112464,0,30,0.143
280,centralized,cdp,0.05,1.0,2.5920459252112464,0,30,0.1226
285,centralized,cdp,0.05,1.0,2.5920459252112464,0,30,0.1198
290,centralized,cdp,0.05,1.0,2.5920459252112464,0,30,0.1172
295,centralized,cdp,0.05,1.0,2.5920459252112464,0,30,0.1153
300,centralized,cdp,0.05,1.0,2.5920459252112464,0,30,0.1326
305,centralized,cdp,0.05,1.0,2.5920459252112464,0,30,0.1348
310,centralized,cdp,0.05,1.0,2.5920459252112464,0,30,0.1525
315,centralized,cdp,0.05,1.0,2.5920459252112464,0,30,0.1562
320,centralized,cdp,0.05,1.0,2.5920459252112464,0,30,0.1667
325,centralized,cdp,0.05,1.0,2.5920459252112464,0,30,0.1731
330,centralized,cdp,0.05,1.0,2.5920459252112464,0,30,0.1673
335,centralized,cdp,0.05,1.0,2.5920459252112464,0,30,0.1731
340,centralized,cdp,0.05,1.0,2.5920459252112464,0,30,0.1776
345,centralized,cdp,0.05,1.0,2.5920459252112464,0,30,0.1787
350,centralized,cdp,0.05,1.0,2.5920459252112464,0,30,0.1843
355,centralized,cdp,0.05,1.0,2.5920459252112464,0,30,0.1602
360,centralized,cdp,0.05,1.0,2.5920459252112464,0,30,0.1506
365,centralized,cdp,0.05,1.0,2.5920459252112464,0,30,0.143
370,centralized,cdp,0.05,1.0,2.5920459252112464,0,30,0.1448
375,centralized,cdp,0.05,1.0,2.5920459252112464,0,30,0.1478
380,centralized,cdp,0.05,1.0,2.5920459252112464,0,30,0.1406
385,centralized,cdp,0.05,1.0,2.5920459252112464,0,30,0.1359
390,centralized,cdp,0.05,1.0,2.5920459252112464,0,30,0.1387
395,centralized,cdp,0.05,1.0,2.5920459252112464,0,30,0.1371
400,centralized,cdp,0.05,1.0,2.5920459252112464,0,30,0.1395
405,centralized,cdp,0.05,1.0,2.5920459252112464,0,30,0.1428
410,centralized,cdp,0.05,1.0,2.5920459252112464,0,30,0.1403
415,centralized,cdp,0.05,1.0,2.5920459252112464,0,30,0.1409
420,centralized,cdp,0.05,1.0,2.5920459252112464,0,30,0.144
425,centralized,cdp,0.05,1.0,2.5920459252112464,0,30,0.14
430,centralized,cdp,0.05,1.0,2.5920459252112464,0,30,0.1392
435,centralized,cdp,0.05,1.0,2.5920459252112464,0,30,0.1503
440,centralized,cdp,0.05,1.0,2.5920459252112464,0,30,0.163
445,centralized,cdp,0.05,1.0,2.5920459252112464,0,30,0.1685
450,centralized,cdp,0.05,1.0,2.5920459252112464,0,30,0.144
455,centralized,cdp,0.05,1.0,2.5920459252112464,0,30,0.1637
460,centralized,cdp,0.05,1.0,2.5920459252112464,0,30,0.1718
465,centralized,cdp,0.05,1.0,2.5920459252112464,0,30,0.1831
470,centralized,cdp,0.05,1.0,2.5920459252112464,0,30,0.1834
475,centralized,cdp,0.05,1.0,2.5920459252112464,0,30,0.1871
480,centralized,cdp,0.05,1.0,2.5920459252112464,0,30,0.1719
485,centralized,cdp,0.05,1.0,2.5920459252112464,0,30,0.1627
490,centralized,cdp,0.05,1.0,2.5920459252112464,0,30,0.1852
495,centralized,cdp,0.05,1.0,2.5920459252112464,0,30,0.1982
500,centralized,cdp,0.05,1.0,2.5920459252112464,0,30,0.1824
