Step,topology,method,lr,clip,sigma,sigma_cor,epsilon,accuracy
-1,centralized,cdp,0.1,1.0,2.5920459252112464,0,30,0.0
0,centralized,cdp,0.1,1.0,2.5920459252112464,0,30,0.10048750000000001
5,centralized,cdp,0.1,1.0,2.5920459252112464,0,30,0.0804
10,centralized,cdp,0.1,1.0,2.5920459252112464,0,30,0.1508
15,centralized,cdp,0.1,1.0,2.5920459252112464,0,30,0.1502
20,centralized,cdp,0.1,1.0,2.5920459252112464,0,30,0.1349
25,centralized,cdp,0.1,1.0,2.5920459252112464,0,30,0.1756
30,centralized,cdp,0.1,1.0,2.5920459252112464,0,30,0.1472
35,centralized,cdp,0.1,1.0,2.5920459252112464,0,30,0.1935
40,centralized,cdp,0.1,1.0,2.5920459252112464,0,30,0.1596
45,centralized,cdp,0.1,1.0,2.5920459252112464,0,30,0.142
50,centralized,cdp,0.1,1.0,2.5920459252112464,0,30,0.1551
55,centralized,cdp,0.1,1.0,2.5920459252112464,0,30,0.166
60,centralized,cdp,0.1,1.0,2.5920459252112464,0,30,0.142
65,centralized,cdp,0.1,1.0,2.5920459252112464,0,30,0.1309
70,centralized,cdp,0.1,1.0,2.5920459252112464,0,30,0.1379
75,centralized,cdp,0.1,1.0,2.5920459252112464,0,30,0.1673
80,centralized,cdp,0.1,1.0,2.5920459252112464,0,30,0.1367
85,centralized,cdp,0.1,1.0,2.5920459252112464,0,30,0.1445
90,centralized,cdp,0.1,1.0,2.5920459252112464,0,30,0.1458
95,centralized,cdp,0.1,1.0,2.5920459252112464,0,30,0.1245
100,centralized,cdp,0.1,1.0,2.5920459252112464,0,30,0.1424
105,centralized,cdp,0.1,1.0,2.5920459252112464,0,30,0.1587
110,centralized,cdp,0.1,1.0,2.5920459252112464,0,30,0.1581
115,centralized,cdp,0.1,1.0,2.5920459252112464,0,30,0.1705
120,centralized,cdp,0.1,1.0,2.5920459252112464,0,30,0.1711
125,centralized,cdp,0.1,1.0,2.5920459252112464,0,30,0.1782
130,centralized,cdp,0.1,1.0,2.5920459252112464,0,30,0.1663
135,centralized,cdp,0.1,1.0,2.5920459252112464,0,30,0.2037
140,centralized,cdp,0.1,1.0,2.5920459252112464,0,30,0.1956
145,centralized,cdp,0.1,1.0,2.5920459252112464,0,30,0.1707
150,centralized,cdp,0.1,1.0,2.5920459252112464,0,30,0.1777
155,centralized,cdp,0.1,1.0,2.5920459252112464,0,30,0.1806
160,centralized,cdp,0.1,1.0,2.5920459252112464,0,30,0.1813
165,centralized,cdp,0.1,1.0,2.5920459252112464,0,30,0.1914
170,centralized,cdp,0.1,1.0,2.5920459252112464,0,30,0.1886
175,centralized,cdp,0.1,1.0,2.5920459252112464,0,30,0.1771
180,centralized,cdp,0.1,1.0,2.5920459252112464,0,30,0.1702
185,centralized,cdp,0.1,1.0,2.5920459252112464,0,30,0.1741
190,centralized,cdp,0.1,1.0,2.5920459252112464,0,30,0.2037
195,centralized,cdp,0.1,1.0,2.5920459252112464,0,30,0.2074
200,centralized,cdp,0.1,1.0,2.5920459252112464,0,30,0.1821
205,centralized,cdp,0.1,1.0,2.5920459252112464,0,30,0.1838
210,centralized,cdp,0.1,1.0,2.5920459252112464,0,30,0.1736
215,centralized,cdp,0.1,1.0,2.5920459252112464,0,30,0.1756
220,centralized,cdp,0.1,1.0,2.5920459252112464,0,30,0.1852
225,centralized,cdp,0.1,1.0,2.5920459252112464,0,30,0.1888
230,centralized,cdp,0.1,1.0,2.5920459252112464,0,30,0.2014
235,centralized,cdp,0.1,1.0,2.5920459252112464,0,30,0.1896
240,centralized,cdp,0.1,1.0,2.5920459252112464,0,30,0.2024
245,centralized,cdp,0.1,1.0,2.5920459252112464,0,30,0.2092
250,centralized,cdp,0.1,1.0,2.5920459252112464,0,30,0.1936
255,centralized,cdp,0.1,1.0,2.5920459252112464,0,30,0.1805
260,centralized,cdp,0.1,1.0,2.5920459252112464,0,30,0.1869
265,centralized,cdp,0.1,1.0,2.5920459252112464,0,30,0.1695
270,centralized,cdp,0.1,1.0,2.5920459252112464,0,30,0.1578
275,centralized,cdp,0.1,1.0,2.5920459252112464,0,30,0.1732
280,centralized,cdp,0.1,1.0,2.5920459252112464,0,30,0.1666
285,centralized,cdp,0.1,1.0,2.5920459252112464,0,30,0.1521
290,centralized,cdp,0.1,1.0,2.5920459252112464,0,30,0.137
295,centralized,cdp,0.1,1.0,2.5920459252112464,0,30,0.1286
300,centralized,cdp,0.1,1.0,2.5920459252112464,0,30,0.1138
305,centralized,cdp,0.1,1.0,2.5920459252112464,0,30,0.1259
310,centralized,cdp,0.1,1.0,2.5920459252112464,0,30,0.1181
315,centralized,cdp,0.1,1.0,2.5920459252112464,0,30,0.1219
320,centralized,cdp,0.1,1.0,2.5920459252112464,0,30,0.1326
325,centralized,cdp,0.1,1.0,2.5920459252112464,0,30,0.1301
330,centralized,cdp,0.1,1.0,2.5920459252112464,0,30,0.1259
335,centralized,cdp,0.1,1.0,2.5920459252112464,0,30,0.1379
340,centralized,cdp,0.1,1.0,2.5920459252112464,0,30,0.1432
345,centralized,cdp,0.1,1.0,2.5920459252112464,0,30,0.1617
350,centralized,cdp,0.1,1.0,2.5920459252112464,0,30,0.163
355,centralized,cdp,0.1,1.0,2.5920459252112464,0,30,0.1754
360,centralized,cdp,0.1,1.0,2.5920459252112464,0,30,0.1884
365,centralized,cdp,0.1,1.0,2.5920459252112464,0,30,0.1814
370,centralized,cdp,0.1,1.0,2.5920459252112464,0,30,0.1588
375,centralized,cdp,0.1,1.0,2.5920459252112464,0,30,0.1385
380,centralized,cdp,0.1,1.0,2.5920459252112464,0,30,0.1371
385,centralized,cdp,0.1,1.0,2.5920459252112464,0,30,0.1363
390,centralized,cdp,0.1,1.0,2.5920459252112464,0,30,0.1505
395,centralized,cdp,0.1,1.0,2.5920459252112464,0,30,0.1533
400,centralized,cdp,0.1,1.0,2.5920459252112464,0,30,0.1703
405,centralized,cdp,0.1,1.0,2.5920459252112464,0,30,0.1595
410,centralized,cdp,0.1,1.0,2.5920459252112464,0,30,0.1592
415,centralized,cdp,0.1,1.0,2.5920459252112464,0,30,0.1526
420,centralized,cdp,0.1,1.0,2.5920459252112464,0,30,0.1571
425,centralized,cdp,0.1,1.0,2.5920459252112464,0,30,0.1599
430,centralized,cdp,0.1,1.0,2.5920459252112464,0,30,0.1712
435,centralized,cdp,0.1,1.0,2.5920459252112464,0,30,0.1814
440,centralized,cdp,0.1,1.0,2.5920459252112464,0,30,0.2036
445,centralized,cdp,0.1,1.0,2.5920459252112464,0,30,0.2209
450,centralized,cdp,0.1,1.0,2.5920459252112464,0,30,0.229
455,centralized,cdp,0.1,1.0,2.5920459252112464,0,30,0.2326
460,centralized,cdp,0.1,1.0,2.5920459252112464,0,30,0.2326
465,centralized,cdp,0.1,1.0,2.5920459252112464,0,30,0.2415
470,centralized,cdp,0.1,1.0,2.5920459252112464,0,30,0.2111
475,centralized,cdp,0.1,1.0,2.5920459252112464,0,30,0.2318
480,centralized,cdp,0.1,1.0,2.5920459252112464,0,30,0.247
485,centralized,cdp,0.1,1.0,2.5920459252112464,0,30,0.2541
490,centralized,cdp,0.1,1.0,2.5920459252112464,0,30,0.2455
495,centralized,cdp,0.1,1.0,2.5920459252112464,0,30,0.2292
500,centralized,cdp,0.1,1.0,2.5920459252112464,0,30,0.2302
