Step,topology,method,lr,clip,sigma,sigma_cor,epsilon,accuracy
-1,centralized,cdp,0.1,1.5,3.8880688878168694,0,30,0.0
0,centralized,cdp,0.1,1.5,3.8880688878168694,0,30,0.09161875
5,centralized,cdp,0.1,1.5,3.8880688878168694,0,30,0.1282
10,centralized,cdp,0.1,1.5,3.8880688878168694,0,30,0.1232
15,centralized,cdp,0.1,1.5,3.8880688878168694,0,30,0.1097
20,centralized,cdp,0.1,1.5,3.8880688878168694,0,30,0.1336
25,centralized,cdp,0.1,1.5,3.8880688878168694,0,30,0.1409
30,centralized,cdp,0.1,1.5,3.8880688878168694,0,30,0.1543
35,centralized,cdp,0.1,1.5,3.8880688878168694,0,30,0.1422
40,centralized,cdp,0.1,1.5,3.8880688878168694,0,30,0.1403
45,centralized,cdp,0.1,1.5,3.8880688878168694,0,30,0.1356
50,centralized,cdp,0.1,1.5,3.8880688878168694,0,30,0.144
55,centralized,cdp,0.1,1.5,3.8880688878168694,0,30,0.1743
60,centralized,cdp,0.1,1.5,3.8880688878168694,0,30,0.1701
65,centralized,cdp,0.1,1.5,3.8880688878168694,0,30,0.1889
70,centralized,cdp,0.1,1.5,3.8880688878168694,0,30,0.1868
75,centralized,cdp,0.1,1.5,3.8880688878168694,0,30,0.2017
80,centralized,cdp,0.1,1.5,3.8880688878168694,0,30,0.1849
85,centralized,cdp,0.1,1.5,3.8880688878168694,0,30,0.1666
90,centralized,cdp,0.1,1.5,3.8880688878168694,0,30,0.2001
95,centralized,cdp,0.1,1.5,3.8880688878168694,0,30,0.21
100,centralized,cdp,0.1,1.5,3.8880688878168694,0,30,0.2064
105,centralized,cdp,0.1,1.5,3.8880688878168694,0,30,0.1877
110,centralized,cdp,0.1,1.5,3.8880688878168694,0,30,0.1613
115,centralized,cdp,0.1,1.5,3.8880688878168694,0,30,0.1489
120,centralized,cdp,0.1,1.5,3.8880688878168694,0,30,0.1583
125,centralized,cdp,0.1,1.5,3.8880688878168694,0,30,0.1604
130,centralized,cdp,0.1,1.5,3.8880688878168694,0,30,0.1693
135,centralized,cdp,0.1,1.5,3.8880688878168694,0,30,0.1709
140,centralized,cdp,0.1,1.5,3.8880688878168694,0,30,0.167
145,centralized,cdp,0.1,1.5,3.8880688878168694,0,30,0.1756
150,centralized,cdp,0.1,1.5,3.8880688878168694,0,30,0.1769
155,centralized,cdp,0.1,1.5,3.8880688878168694,0,30,0.1706
160,centralized,cdp,0.1,1.5,3.8880688878168694,0,30,0.1887
165,centralized,cdp,0.1,1.5,3.8880688878168694,0,30,0.1877
170,centralized,cdp,0.1,1.5,3.8880688878168694,0,30,0.2166
175,centralized,cdp,0.1,1.5,3.8880688878168694,0,30,0.2216
180,centralized,cdp,0.1,1.5,3.8880688878168694,0,30,0.2087
185,centralized,cdp,0.1,1.5,3.8880688878168694,0,30,0.219
190,centralized,cdp,0.1,1.5,3.8880688878168694,0,30,0.2129
195,centralized,cdp,0.1,1.5,3.8880688878168694,0,30,0.2244
200,centralized,cdp,0.1,1.5,3.8880688878168694,0,30,0.218
205,centralized,cdp,0.1,1.5,3.8880688878168694,0,30,0.2137
210,centralized,cdp,0.1,1.5,3.8880688878168694,0,30,0.2112
215,centralized,cdp,0.1,1.5,3.8880688878168694,0,30,0.221
220,centralized,cdp,0.1,1.5,3.8880688878168694,0,30,0.218
225,centralized,cdp,0.1,1.5,3.8880688878168694,0,30,0.195
230,centralized,cdp,0.1,1.5,3.8880688878168694,0,30,0.1856
235,centralized,cdp,0.1,1.5,3.8880688878168694,0,30,0.1869
240,centralized,cdp,0.1,1.5,3.8880688878168694,0,30,0.1959
245,centralized,cdp,0.1,1.5,3.8880688878168694,0,30,0.1824
250,centralized,cdp,0.1,1.5,3.8880688878168694,0,30,0.207
255,centralized,cdp,0.1,1.5,3.8880688878168694,0,30,0.2196
260,centralized,cdp,0.1,1.5,3.8880688878168694,0,30,0.2321
265,centralized,cdp,0.1,1.5,3.8880688878168694,0,30,0.2398
270,centralized,cdp,0.1,1.5,3.8880688878168694,0,30,0.2503
275,centralized,cdp,0.1,1.5,3.8880688878168694,0,30,0.2096
280,centralized,cdp,0.1,1.5,3.8880688878168694,0,30,0.2009
285,centralized,cdp,0.1,1.5,3.8880688878168694,0,30,0.186
290,centralized,cdp,0.1,1.5,3.8880688878168694,0,30,0.1868
295,centralized,cdp,0.1,1.5,3.8880688878168694,0,30,0.1959
300,centralized,cdp,0.1,1.5,3.8880688878168694,0,30,0.1937
305,centralized,cdp,0.1,1.5,3.8880688878168694,0,30,0.1843
310,centralized,cdp,0.1,1.5,3.8880688878168694,0,30,0.1772
315,centralized,cdp,0.1,1.5,3.8880688878168694,0,30,0.173
320,centralized,cdp,0.1,1.5,3.8880688878168694,0,30,0.168
325,centralized,cdp,0.1,1.5,3.8880688878168694,0,30,0.1668
330,centralized,cdp,0.1,1.5,3.8880688878168694,0,30,0.1679
335,centralized,cdp,0.1,1.5,3.8880688878168694,0,30,0.1773
340,centralized,cdp,0.1,1.5,3.8880688878168694,0,30,0.1798
345,centralized,cdp,0.1,1.5,3.8880688878168694,0,30,0.1792
350,centralized,cdp,0.1,1.5,3.8880688878168694,0,30,0.1875
355,centralized,cdp,0.1,1.5,3.8880688878168694,0,30,0.188
360,centralized,cdp,0.1,1.5,3.8880688878168694,0,30,0.1864
365,centralized,cdp,0.1,1.5,3.8880688878168694,0,30,0.1925
370,centralized,cdp,0.1,1.5,3.8880688878168694,0,30,0.2
375,centralized,cdp,0.1,1.5,3.8880688878168694,0,30,0.2102
380,centralized,cdp,0.1,1.5,3.8880688878168694,0,30,0.2199
385,centralized,cdp,0.1,1.5,3.8880688878168694,0,30,0.2185
390,centralized,cdp,0.1,1.5,3.8880688878168694,0,30,0.2202
395,centralized,cdp,0.1,1.5,3.8880688878168694,0,30,0.2204
400,centralized,cdp,0.1,1.5,3.8880688878168694,0,30,0.2166
405,centralized,cdp,0.1,1.5,3.8880688878168694,0,30,0.2317
410,centralized,cdp,0.1,1.5,3.8880688878168694,0,30,0.2121
415,centralized,cdp,0.1,1.5,3.8880688878168694,0,30,0.1986
420,centralized,cdp,0.1,1.5,3.8880688878168694,0,30,0.1954
425,centralized,cdp,0.1,1.5,3.8880688878168694,0,30,0.1964
430,centralized,cdp,0.1,1.5,3.8880688878168694,0,30,0.1969
435,centralized,cdp,0.1,1.5,3.8880688878168694,0,30,0.1965
440,centralized,cdp,0.1,1.5,3.8880688878168694,0,30,0.2045
445,centralized,cdp,0.1,1.5,3.8880688878168694,0,30,0.2106
450,centralized,cdp,0.1,1.5,3.8880688878168694,0,30,0.2281
455,centralized,cdp,0.1,1.5,3.8880688878168694,0,30,0.2357
460,centralized,cdp,0.1,1.5,3.8880688878168694,0,30,0.238
465,centralized,cdp,0.1,1.5,3.8880688878168694,0,30,0.227
470,centralized,cdp,0.1,1.5,3.8880688878168694,0,30,0.2346
475,centralized,cdp,0.1,1.5,3.8880688878168694,0,30,0.2243
480,centralized,cdp,0.1,1.5,3.8880688878168694,0,30,0.2167
485,centralized,cdp,0.1,1.5,3.8880688878168694,0,30,0.2022
490,centralized,cdp,0.1,1.5,3.8880688878168694,0,30,0.2015
495,centralized,cdp,0.1,1.5,3.8880688878168694,0,30,0.1975
500,centralized,cdp,0.1,1.5,3.8880688878168694,0,30,0.2056
