Step,topology,method,lr,clip,sigma,sigma_cor,epsilon,accuracy
-1,centralized,cdp,0.05,2.0,5.184091850422493,0,30,0.0
0,centralized,cdp,0.05,2.0,5.184091850422493,0,30,0.10406875
5,centralized,cdp,0.05,2.0,5.184091850422493,0,30,0.1447
10,centralized,cdp,0.05,2.0,5.184091850422493,0,30,0.1283
15,centralized,cdp,0.05,2.0,5.184091850422493,0,30,0.1484
20,centralized,cdp,0.05,2.0,5.184091850422493,0,30,0.1724
25,centralized,cdp,0.05,2.0,5.184091850422493,0,30,0.163
30,centralized,cdp,0.05,2.0,5.184091850422493,0,30,0.1633
35,centralized,cdp,0.05,2.0,5.184091850422493,0,30,0.1183
40,centralized,cdp,0.05,2.0,5.184091850422493,0,30,0.1165
45,centralized,cdp,0.05,2.0,5.184091850422493,0,30,0.0881
50,centralized,cdp,0.05,2.0,5.184091850422493,0,30,0.0977
55,centralized,cdp,0.05,2.0,5.184091850422493,0,30,0.1272
60,centralized,cdp,0.05,2.0,5.184091850422493,0,30,0.1343
65,centralized,cdp,0.05,2.0,5.184091850422493,0,30,0.1265
70,centralized,cdp,0.05,2.0,5.184091850422493,0,30,0.1162
75,centralized,cdp,0.05,2.0,5.184091850422493,0,30,0.1282
80,centralized,cdp,0.05,2.0,5.184091850422493,0,30,0.1405
85,centralized,cdp,0.05,2.0,5.184091850422493,0,30,0.1368
90,centralized,cdp,0.05,2.0,5.184091850422493,0,30,0.1515
95,centralized,cdp,0.05,2.0,5.184091850422493,0,30,0.1363
100,centralized,cdp,0.05,2.0,5.184091850422493,0,30,0.1664
105,centralized,cdp,0.05,2.0,5.184091850422493,0,30,0.1479
110,centralized,cdp,0.05,2.0,5.184091850422493,0,30,0.1755
115,centralized,cdp,0.05,2.0,5.184091850422493,0,30,0.1919
120,centralized,cdp,0.05,2.0,5.184091850422493,0,30,0.1846
125,centralized,cdp,0.05,2.0,5.184091850422493,0,30,0.1965
130,centralized,cdp,0.05,2.0,5.184091850422493,0,30,0.1622
135,centralized,cdp,0.05,2.0,5.184091850422493,0,30,0.1551
140,centralized,cdp,0.05,2.0,5.184091850422493,0,30,0.1612
145,centralized,cdp,0.05,2.0,5.184091850422493,0,30,0.1784
150,centralized,cdp,0.05,2.0,5.184091850422493,0,30,0.1905
155,centralized,cdp,0.05,2.0,5.184091850422493,0,30,0.1823
160,centralized,cdp,0.05,2.0,5.184091850422493,0,30,0.1777
165,centralized,cdp,0.05,2.0,5.184091850422493,0,30,0.1728
170,centralized,cdp,0.05,2.0,5.184091850422493,0,30,0.1674
175,centralized,cdp,0.05,2.0,5.184091850422493,0,30,0.1669
180,centralized,cdp,0.05,2.0,5.184091850422493,0,30,0.1717
185,centralized,cdp,0.05,2.0,5.184091850422493,0,30,0.1553
190,centralized,cdp,0.05,2.0,5.184091850422493,0,30,0.1558
195,centralized,cdp,0.05,2.0,5.184091850422493,0,30,0.1517
200,centralized,cdp,0.05,2.0,5.184091850422493,0,30,0.1548
205,centralized,cdp,0.05,2.0,5.184091850422493,0,30,0.1473
210,centralized,cdp,0.05,2.0,5.184091850422493,0,30,0.1524
215,centralized,cdp,0.05,2.0,5.184091850422493,0,30,0.1583
220,centralized,cdp,0.05,2.0,5.184091850422493,0,30,0.1593
225,centralized,cdp,0.05,2.0,5.184091850422493,0,30,0.1625
230,centralized,cdp,0.05,2.0,5.184091850422493,0,30,0.1569
235,centralized,cdp,0.05,2.0,5.184091850422493,0,30,0.1598
240,centralized,cdp,0.05,2.0,5.184091850422493,0,30,0.1703
245,centralized,cdp,0.05,2.0,5.184091850422493,0,30,0.1668
250,centralized,cdp,0.05,2.0,5.184091850422493,0,30,0.1623
255,centralized,cdp,0.05,2.0,5.184091850422493,0,30,0.1603
260,centralized,cdp,0.05,2.0,5.184091850422493,0,30,0.1889
265,centralized,cdp,0.05,2.0,5.184091850422493,0,30,0.1897
270,centralized,cdp,0.05,2.0,5.184091850422493,0,30,0.1987
275,centralized,cdp,0.05,2.0,5.184091850422493,0,30,0.1973
280,centralized,cdp,0.05,2.0,5.184091850422493,0,30,0.1772
285,centralized,cdp,0.05,2.0,5.184091850422493,0,30,0.2016
290,centralized,cdp,0.05,2.0,5.184091850422493,0,30,0.1793
295,centralized,cdp,0.05,2.0,5.184091850422493,0,30,0.186
300,centralized,cdp,0.05,2.0,5.184091850422493,0,30,0.1837
305,centralized,cdp,0.05,2.0,5.184091850422493,0,30,0.189
310,centralized,cdp,0.05,2.0,5.184091850422493,0,30,0.1769
315,centralized,cdp,0.05,2.0,5.184091850422493,0,30,0.1657
320,centralized,cdp,0.05,2.0,5.184091850422493,0,30,0.1624
325,centralized,cdp,0.05,2.0,5.184091850422493,0,30,0.1665
330,centralized,cdp,0.05,2.0,5.184091850422493,0,30,0.1791
335,centralized,cdp,0.05,2.0,5.184091850422493,0,30,0.1859
340,centralized,cdp,0.05,2.0,5.184091850422493,0,30,0.1818
345,centralized,cdp,0.05,2.0,5.184091850422493,0,30,0.1651
350,centralized,cdp,0.05,2.0,5.184091850422493,0,30,0.1713
355,centralized,cdp,0.05,2.0,5.184091850422493,0,30,0.1767
360,centralized,cdp,0.05,2.0,5.184091850422493,0,30,0.1692
365,centralized,cdp,0.05,2.0,5.184091850422493,0,30,0.1768
370,centralized,cdp,0.05,2.0,5.184091850422493,0,30,0.2033
375,centralized,cdp,0.05,2.0,5.184091850422493,0,30,0.1853
380,centralized,cdp,0.05,2.0,5.184091850422493,0,30,0.1766
385,centralized,cdp,0.05,2.0,5.184091850422493,0,30,0.1639
390,centralized,cdp,0.05,2.0,5.184091850422493,0,30,0.1626
395,centralized,cdp,0.05,2.0,5.184091850422493,0,30,0.1667
400,centralized,cdp,0.05,2.0,5.184091850422493,0,30,0.1758
405,centralized,cdp,0.05,2.0,5.184091850422493,0,30,0.1877
410,centralized,cdp,0.05,2.0,5.184091850422493,0,30,0.2002
415,centralized,cdp,0.05,2.0,5.184091850422493,0,30,0.1793
420,centralized,cdp,0.05,2.0,5.184091850422493,0,30,0.1732
425,centralized,cdp,0.05,2.0,5.184091850422493,0,30,0.1751
430,centralized,cdp,0.05,2.0,5.184091850422493,0,30,0.1904
435,centralized,cdp,0.05,2.0,5.184091850422493,0,30,0.2063
440,centralized,cdp,0.05,2.0,5.184091850422493,0,30,0.2137
445,centralized,cdp,0.05,2.0,5.184091850422493,0,30,0.2035
450,centralized,cdp,0.05,2.0,5.184091850422493,0,30,0.1962
455,centralized,cdp,0.05,2.0,5.184091850422493,0,30,0.2164
460,centralized,cdp,0.05,2.0,5.184091850422493,0,30,0.2137
465,centralized,cdp,0.05,2.0,5.184091850422493,0,30,0.1892
470,centralized,cdp,0.05,2.0,5.184091850422493,0,30,0.2203
475,centralized,cdp,0.05,2.0,5.184091850422493,0,30,0.2427
480,centralized,cdp,0.05,2.0,5.184091850422493,0,30,0.2272
485,centralized,cdp,0.05,2.0,5.184091850422493,0,30,0.2312
490,centralized,cdp,0.05,2.0,5.184091850422493,0,30,0.2257
495,centralized,cdp,0.05,2.0,5.184091850422493,0,30,0.2108
500,centralized,cdp,0.05,2.0,5.184091850422493,0,30,0.2087
