Step,topology,method,lr,clip,sigma,sigma_cor,epsilon,accuracy
-1,centralized,cdp,0.1,2.0,5.184091850422493,0,30,0.0
0,centralized,cdp,0.1,2.0,5.184091850422493,0,30,0.09860625
5,centralized,cdp,0.1,2.0,5.184091850422493,0,30,0.1595
10,centralized,cdp,0.1,2.0,5.184091850422493,0,30,0.1751
15,centralized,cdp,0.1,2.0,5.184091850422493,0,30,0.125
20,centralized,cdp,0.1,2.0,5.184091850422493,0,30,0.1212
25,centralized,cdp,0.1,2.0,5.184091850422493,0,30,0.1165
30,centralized,cdp,0.1,2.0,5.184091850422493,0,30,0.1123
35,centralized,cdp,0.1,2.0,5.184091850422493,0,30,0.1841
40,centralized,cdp,0.1,2.0,5.184091850422493,0,30,0.2376
45,centralized,cdp,0.1,2.0,5.184091850422493,0,30,0.2425
50,centralized,cdp,0.1,2.0,5.184091850422493,0,30,0.2539
55,centralized,cdp,0.1,2.0,5.184091850422493,0,30,0.28
60,centralized,cdp,0.1,2.0,5.184091850422493,0,30,0.2581
65,centralized,cdp,0.1,2.0,5.184091850422493,0,30,0.2541
70,centralized,cdp,0.1,2.0,5.184091850422493,0,30,0.2325
75,centralized,cdp,0.1,2.0,5.184091850422493,0,30,0.1928
80,centralized,cdp,0.1,2.0,5.184091850422493,0,30,0.2143
85,centralized,cdp,0.1,2.0,5.184091850422493,0,30,0.2118
90,centralized,cdp,0.1,2.0,5.184091850422493,0,30,0.2335
95,centralized,cdp,0.1,2.0,5.184091850422493,0,30,0.2385
100,centralized,cdp,0.1,2.0,5.184091850422493,0,30,0.2264
105,centralized,cdp,0.1,2.0,5.184091850422493,0,30,0.2321
110,centralized,cdp,0.1,2.0,5.184091850422493,0,30,0.2456
115,centralized,cdp,0.1,2.0,5.184091850422493,0,30,0.2519
120,centralized,cdp,0.1,2.0,5.184091850422493,0,30,0.2779
125,centralized,cdp,0.1,2.0,5.184091850422493,0,30,0.2873
130,centralized,cdp,0.1,2.0,5.184091850422493,0,30,0.2846
135,centralized,cdp,0.1,2.0,5.184091850422493,0,30,0.2861
140,centralized,cdp,0.1,2.0,5.184091850422493,0,30,0.2653
145,centralized,cdp,0.1,2.0,5.184091850422493,0,30,0.2767
150,centralized,cdp,0.1,2.0,5.184091850422493,0,30,0.2698
155,centralized,cdp,0.1,2.0,5.184091850422493,0,30,0.2698
160,centralized,cdp,0.1,2.0,5.184091850422493,0,30,0.2796
165,centralized,cdp,0.1,2.0,5.184091850422493,0,30,0.2517
170,centralized,cdp,0.1,2.0,5.184091850422493,0,30,0.2317
175,centralized,cdp,0.1,2.0,5.184091850422493,0,30,0.2213
180,centralized,cdp,0.1,2.0,5.184091850422493,0,30,0.2213
185,centralized,cdp,0.1,2.0,5.184091850422493,0,30,0.2017
190,centralized,cdp,0.1,2.0,5.184091850422493,0,30,0.1979
195,centralized,cdp,0.1,2.0,5.184091850422493,0,30,0.1951
200,centralized,cdp,0.1,2.0,5.184091850422493,0,30,0.1849
205,centralized,cdp,0.1,2.0,5.184091850422493,0,30,0.1974
210,centralized,cdp,0.1,2.0,5.184091850422493,0,30,0.1815
215,centralized,cdp,0.1,2.0,5.184091850422493,0,30,0.1759
220,centralized,cdp,0.1,2.0,5.184091850422493,0,30,0.1795
225,centralized,cdp,0.1,2.0,5.184091850422493,0,30,0.2032
230,centralized,cdp,0.1,2.0,5.184091850422493,0,30,0.1902
235,centralized,cdp,0.1,2.0,5.184091850422493,0,30,0.1999
240,centralized,cdp,0.1,2.0,5.184091850422493,0,30,0.2056
245,centralized,cdp,0.1,2.0,5.184091850422493,0,30,0.2042
250,centralized,cdp,0.1,2.0,5.184091850422493,0,30,0.1839
255,centralized,cdp,0.1,2.0,5.184091850422493,0,30,0.2025
260,centralized,cdp,0.1,2.0,5.184091850422493,0,30,0.1928
265,centralized,cdp,0.1,2.0,5.184091850422493,0,30,0.1873
270,centralized,cdp,0.1,2.0,5.184091850422493,0,30,0.1869
275,centralized,cdp,0.1,2.0,5.184091850422493,0,30,0.1785
280,centralized,cdp,0.1,2.0,5.184091850422493,0,30,0.1553
285,centralized,cdp,0.1,2.0,5.184091850422493,0,30,0.1525
290,centralized,cdp,0.1,2.0,5.184091850422493,0,30,0.1575
295,centralized,cdp,0.1,2.0,5.184091850422493,0,30,0.173
300,centralized,cdp,0.1,2.0,5.184091850422493,0,30,0.1861
305,centralized,cdp,0.1,2.0,5.184091850422493,0,30,0.1797
310,centralized,cdp,0.1,2.0,5.184091850422493,0,30,0.2012
315,centralized,cdp,0.1,2.0,5.184091850422493,0,30,0.1929
320,centralized,cdp,0.1,2.0,5.184091850422493,0,30,0.1978
325,centralized,cdp,0.1,2.0,5.184091850422493,0,30,0.1877
330,centralized,cdp,0.1,2.0,5.184091850422493,0,30,0.1457
335,centralized,cdp,0.1,2.0,5.184091850422493,0,30,0.179
340,centralized,cdp,0.1,2.0,5.184091850422493,0,30,0.1824
345,centralized,cdp,0.1,2.0,5.184091850422493,0,30,0.2076
350,centralized,cdp,0.1,2.0,5.184091850422493,0,30,0.1982
355,centralized,cdp,0.1,2.0,5.184091850422493,0,30,0.2098
360,centralized,cdp,0.1,2.0,5.184091850422493,0,30,0.2126
365,centralized,cdp,0.1,2.0,5.184091850422493,0,30,0.1962
370,centralized,cdp,0.1,2.0,5.184091850422493,0,30,0.2133
375,centralized,cdp,0.1,2.0,5.184091850422493,0,30,0.2013
380,centralized,cdp,0.1,2.0,5.184091850422493,0,30,0.2169
385,centralized,cdp,0.1,2.0,5.184091850422493,0,30,0.2157
390,centralized,cdp,0.1,2.0,5.184091850422493,0,30,0.1969
395,centralized,cdp,0.1,2.0,5.184091850422493,0,30,0.1864
400,centralized,cdp,0.1,2.0,5.184091850422493,0,30,0.182
405,centralized,cdp,0.1,2.0,5.184091850422493,0,30,0.1867
410,centralized,cdp,0.1,2.0,5.184091850422493,0,30,0.1961
415,centralized,cdp,0.1,2.0,5.184091850422493,0,30,0.207
420,centralized,cdp,0.1,2.0,5.184091850422493,0,30,0.2173
425,centralized,cdp,0.1,2.0,5.184091850422493,0,30,0.2417
430,centralized,cdp,0.1,2.0,5.184091850422493,0,30,0.2269
435,centralized,cdp,0.1,2.0,5.184091850422493,0,30,0.2249
440,centralized,cdp,0.1,2.0,5.184091850422493,0,30,0.2329
445,centralized,cdp,0.1,2.0,5.184091850422493,0,30,0.2263
450,centralized,cdp,0.1,2.0,5.184091850422493,0,30,0.2223
455,centralized,cdp,0.1,2.0,5.184091850422493,0,30,0.2248
460,centralized,cdp,0.1,2.0,5.184091850422493,0,30,0.2249
465,centralized,cdp,0.1,2.0,5.184091850422493,0,30,0.2053
470,centralized,cdp,0.1,2.0,5.184091850422493,0,30,0.2129
475,centralized,cdp,0.1,2.0,5.184091850422493,0,30,0.19
480,centralized,cdp,0.1,2.0,5.184091850422493,0,30,0.215
485,centralized,cdp,0.1,2.0,5.184091850422493,0,30,0.2092
