Step,topology,method,lr,clip,sigma,sigma_cor,epsilon,accuracy
-1,centralized,cdp,0.01,2.5,6.480114813028116,0,30,0.0
0,centralized,cdp,0.01,2.5,6.480114813028116,0,30,0.10667499999999999
5,centralized,cdp,0.01,2.5,6.480114813028116,0,30,0.0941
10,centralized,cdp,0.01,2.5,6.480114813028116,0,30,0.1661
15,centralized,cdp,0.01,2.5,6.480114813028116,0,30,0.1432
20,centralized,cdp,0.01,2.5,6.480114813028116,0,30,0.1243
25,centralized,cdp,0.01,2.5,6.480114813028116,0,30,0.1114
30,centralized,cdp,0.01,2.5,6.480114813028116,0,30,0.0992
35,centralized,cdp,0.01,2.5,6.480114813028116,0,30,0.1091
40,centralized,cdp,0.01,2.5,6.480114813028116,0,30,0.1043
45,centralized,cdp,0.01,2.5,6.480114813028116,0,30,0.1218
50,centralized,cdp,0.01,2.5,6.480114813028116,0,30,0.1029
55,centralized,cdp,0.01,2.5,6.480114813028116,0,30,0.1289
60,centralized,cdp,0.01,2.5,6.480114813028116,0,30,0.0911
65,centralized,cdp,0.01,2.5,6.480114813028116,0,30,0.118
70,centralized,cdp,0.01,2.5,6.480114813028116,0,30,0.1378
75,centralized,cdp,0.01,2.5,6.480114813028116,0,30,0.1387
80,centralized,cdp,0.01,2.5,6.480114813028116,0,30,0.1237
85,centralized,cdp,0.01,2.5,6.480114813028116,0,30,0.1209
90,centralized,cdp,0.01,2.5,6.480114813028116,0,30,0.1449
95,centralized,cdp,0.01,2.5,6.480114813028116,0,30,0.1432
100,centralized,cdp,0.01,2.5,6.480114813028116,0,30,0.1471
105,centralized,cdp,0.01,2.5,6.480114813028116,0,30,0.1523
110,centralized,cdp,0.01,2.5,6.480114813028116,0,30,0.15
115,centralized,cdp,0.01,2.5,6.480114813028116,0,30,0.1437
120,centralized,cdp,0.01,2.5,6.480114813028116,0,30,0.151
125,centralized,cdp,0.01,2.5,6.480114813028116,0,30,0.1484
130,centralized,cdp,0.01,2.5,6.480114813028116,0,30,0.1491
135,centralized,cdp,0.01,2.5,6.480114813028116,0,30,0.1295
140,centralized,cdp,0.01,2.5,6.480114813028116,0,30,0.128
145,centralized,cdp,0.01,2.5,6.480114813028116,0,30,0.1253
150,centralized,cdp,0.01,2.5,6.480114813028116,0,30,0.1262
155,centralized,cdp,0.01,2.5,6.480114813028116,0,30,0.1286
160,centralized,cdp,0.01,2.5,6.480114813028116,0,30,0.1255
165,centralized,cdp,0.01,2.5,6.480114813028116,0,30,0.1506
170,centralized,cdp,0.01,2.5,6.480114813028116,0,30,0.153
175,centralized,cdp,0.01,2.5,6.480114813028116,0,30,0.1555
180,centralized,cdp,0.01,2.5,6.480114813028116,0,30,0.1648
185,centralized,cdp,0.01,2.5,6.480114813028116,0,30,0.1903
190,centralized,cdp,0.01,2.5,6.480114813028116,0,30,0.2012
195,centralized,cdp,0.01,2.5,6.480114813028116,0,30,0.2297
200,centralized,cdp,0.01,2.5,6.480114813028116,0,30,0.2698
205,centralized,cdp,0.01,2.5,6.480114813028116,0,30,0.2867
210,centralized,cdp,0.01,2.5,6.480114813028116,0,30,0.2887
