Step,topology,method,lr,clip,sigma,sigma_cor,epsilon,accuracy
-1,centralized,cdp,0.01,1.5,3.8880688878168694,0,30,0.0
0,centralized,cdp,0.01,1.5,3.8880688878168694,0,30,0.09575
5,centralized,cdp,0.01,1.5,3.8880688878168694,0,30,0.155
10,centralized,cdp,0.01,1.5,3.8880688878168694,0,30,0.1315
15,centralized,cdp,0.01,1.5,3.8880688878168694,0,30,0.1306
20,centralized,cdp,0.01,1.5,3.8880688878168694,0,30,0.1794
25,centralized,cdp,0.01,1.5,3.8880688878168694,0,30,0.1603
30,centralized,cdp,0.01,1.5,3.8880688878168694,0,30,0.1757
35,centralized,cdp,0.01,1.5,3.8880688878168694,0,30,0.1571
40,centralized,cdp,0.01,1.5,3.8880688878168694,0,30,0.2063
45,centralized,cdp,0.01,1.5,3.8880688878168694,0,30,0.1274
50,centralized,cdp,0.01,1.5,3.8880688878168694,0,30,0.1326
55,centralized,cdp,0.01,1.5,3.8880688878168694,0,30,0.1276
60,centralized,cdp,0.01,1.5,3.8880688878168694,0,30,0.1166
65,centralized,cdp,0.01,1.5,3.8880688878168694,0,30,0.1083
70,centralized,cdp,0.01,1.5,3.8880688878168694,0,30,0.1445
75,centralized,cdp,0.01,1.5,3.8880688878168694,0,30,0.1453
80,centralized,cdp,0.01,1.5,3.8880688878168694,0,30,0.1356
85,centralized,cdp,0.01,1.5,3.8880688878168694,0,30,0.1541
90,centralized,cdp,0.01,1.5,3.8880688878168694,0,30,0.1459
95,centralized,cdp,0.01,1.5,3.8880688878168694,0,30,0.1326
100,centralized,cdp,0.01,1.5,3.8880688878168694,0,30,0.141
105,centralized,cdp,0.01,1.5,3.8880688878168694,0,30,0.1317
110,centralized,cdp,0.01,1.5,3.8880688878168694,0,30,0.1448
115,centralized,cdp,0.01,1.5,3.8880688878168694,0,30,0.1793
120,centralized,cdp,0.01,1.5,3.8880688878168694,0,30,0.1918
125,centralized,cdp,0.01,1.5,3.8880688878168694,0,30,0.2075
130,centralized,cdp,0.01,1.5,3.8880688878168694,0,30,0.2234
135,centralized,cdp,0.01,1.5,3.8880688878168694,0,30,0.2451
140,centralized,cdp,0.01,1.5,3.8880688878168694,0,30,0.2356
145,centralized,cdp,0.01,1.5,3.8880688878168694,0,30,0.2289
150,centralized,cdp,0.01,1.5,3.8880688878168694,0,30,0.1726
155,centralized,cdp,0.01,1.5,3.8880688878168694,0,30,0.1805
160,centralized,cdp,0.01,1.5,3.8880688878168694,0,30,0.182
165,centralized,cdp,0.01,1.5,3.8880688878168694,0,30,0.1757
170,centralized,cdp,0.01,1.5,3.8880688878168694,0,30,0.1856
175,centralized,cdp,0.01,1.5,3.8880688878168694,0,30,0.1861
180,centralized,cdp,0.01,1.5,3.8880688878168694,0,30,0.2137
185,centralized,cdp,0.01,1.5,3.8880688878168694,0,30,0.2432
190,centralized,cdp,0.01,1.5,3.8880688878168694,0,30,0.2389
195,centralized,cdp,0.01,1.5,3.8880688878168694,0,30,0.232
200,centralized,cdp,0.01,1.5,3.8880688878168694,0,30,0.2461
205,centralized,cdp,0.01,1.5,3.8880688878168694,0,30,0.2495
210,centralized,cdp,0.01,1.5,3.8880688878168694,0,30,0.2615
215,centralized,cdp,0.01,1.5,3.8880688878168694,0,30,0.2696
220,centralized,cdp,0.01,1.5,3.8880688878168694,0,30,0.2748
225,centralized,cdp,0.01,1.5,3.8880688878168694,0,30,0.2737
