Step,topology,method,lr,clip,sigma,sigma_cor,epsilon,accuracy
-1,centralized,cdp,0.01,3.5,9.072160738239363,0,30,0.0
0,centralized,cdp,0.01,3.5,9.072160738239363,0,30,0.09968750000000001
5,centralized,cdp,0.01,3.5,9.072160738239363,0,30,0.1167
10,centralized,cdp,0.01,3.5,9.072160738239363,0,30,0.1128
15,centralized,cdp,0.01,3.5,9.072160738239363,0,30,0.1666
20,centralized,cdp,0.01,3.5,9.072160738239363,0,30,0.1274
25,centralized,cdp,0.01,3.5,9.072160738239363,0,30,0.0885
30,centralized,cdp,0.01,3.5,9.072160738239363,0,30,0.1541
35,centralized,cdp,0.01,3.5,9.072160738239363,0,30,0.1483
40,centralized,cdp,0.01,3.5,9.072160738239363,0,30,0.1407
45,centralized,cdp,0.01,3.5,9.072160738239363,0,30,0.1476
50,centralized,cdp,0.01,3.5,9.072160738239363,0,30,0.1453
55,centralized,cdp,0.01,3.5,9.072160738239363,0,30,0.1435
60,centralized,cdp,0.01,3.5,9.072160738239363,0,30,0.1679
65,centralized,cdp,0.01,3.5,9.072160738239363,0,30,0.1819
70,centralized,cdp,0.01,3.5,9.072160738239363,0,30,0.1851
75,centralized,cdp,0.01,3.5,9.072160738239363,0,30,0.196
80,centralized,cdp,0.01,3.5,9.072160738239363,0,30,0.2009
85,centralized,cdp,0.01,3.5,9.072160738239363,0,30,0.2076
90,centralized,cdp,0.01,3.5,9.072160738239363,0,30,0.1932
95,centralized,cdp,0.01,3.5,9.072160738239363,0,30,0.2131
100,centralized,cdp,0.01,3.5,9.072160738239363,0,30,0.2098
105,centralized,cdp,0.01,3.5,9.072160738239363,0,30,0.2036
110,centralized,cdp,0.01,3.5,9.072160738239363,0,30,0.1957
115,centralized,cdp,0.01,3.5,9.072160738239363,0,30,0.2025
120,centralized,cdp,0.01,3.5,9.072160738239363,0,30,0.2014
125,centralized,cdp,0.01,3.5,9.072160738239363,0,30,0.2093
130,centralized,cdp,0.01,3.5,9.072160738239363,0,30,0.2255
135,centralized,cdp,0.01,3.5,9.072160738239363,0,30,0.2132
140,centralized,cdp,0.01,3.5,9.072160738239363,0,30,0.2035
