Step,topology,method,lr,clip,sigma,sigma_cor,epsilon,accuracy
-1,centralized,cdp,0.1,3.5,9.072160738239363,0,30,0.0
0,centralized,cdp,0.1,3.5,9.072160738239363,0,30,0.09647499999999999
5,centralized,cdp,0.1,3.5,9.072160738239363,0,30,0.1004
10,centralized,cdp,0.1,3.5,9.072160738239363,0,30,0.0864
15,centralized,cdp,0.1,3.5,9.072160738239363,0,30,0.1189
20,centralized,cdp,0.1,3.5,9.072160738239363,0,30,0.1405
25,centralized,cdp,0.1,3.5,9.072160738239363,0,30,0.1448
30,centralized,cdp,0.1,3.5,9.072160738239363,0,30,0.1432
35,centralized,cdp,0.1,3.5,9.072160738239363,0,30,0.14
40,centralized,cdp,0.1,3.5,9.072160738239363,0,30,0.1345
45,centralized,cdp,0.1,3.5,9.072160738239363,0,30,0.1127
50,centralized,cdp,0.1,3.5,9.072160738239363,0,30,0.1325
55,centralized,cdp,0.1,3.5,9.072160738239363,0,30,0.1267
60,centralized,cdp,0.1,3.5,9.072160738239363,0,30,0.1315
65,centralized,cdp,0.1,3.5,9.072160738239363,0,30,0.1628
70,centralized,cdp,0.1,3.5,9.072160738239363,0,30,0.2099
75,centralized,cdp,0.1,3.5,9.072160738239363,0,30,0.2413
80,centralized,cdp,0.1,3.5,9.072160738239363,0,30,0.2204
85,centralized,cdp,0.1,3.5,9.072160738239363,0,30,0.2291
90,centralized,cdp,0.1,3.5,9.072160738239363,0,30,0.2394
95,centralized,cdp,0.1,3.5,9.072160738239363,0,30,0.2339
100,centralized,cdp,0.1,3.5,9.072160738239363,0,30,0.215
105,centralized,cdp,0.1,3.5,9.072160738239363,0,30,0.2178
110,centralized,cdp,0.1,3.5,9.072160738239363,0,30,0.2172
115,centralized,cdp,0.1,3.5,9.072160738239363,0,30,0.2307
120,centralized,cdp,0.1,3.5,9.072160738239363,0,30,0.2543
125,centralized,cdp,0.1,3.5,9.072160738239363,0,30,0.2599
130,centralized,cdp,0.1,3.5,9.072160738239363,0,30,0.2571
135,centralized,cdp,0.1,3.5,9.072160738239363,0,30,0.229
140,centralized,cdp,0.1,3.5,9.072160738239363,0,30,0.1959
145,centralized,cdp,0.1,3.5,9.072160738239363,0,30,0.1864
150,centralized,cdp,0.1,3.5,9.072160738239363,0,30,0.1679
155,centralized,cdp,0.1,3.5,9.072160738239363,0,30,0.1421
160,centralized,cdp,0.1,3.5,9.072160738239363,0,30,0.1375
165,centralized,cdp,0.1,3.5,9.072160738239363,0,30,0.1299
170,centralized,cdp,0.1,3.5,9.072160738239363,0,30,0.1361
175,centralized,cdp,0.1,3.5,9.072160738239363,0,30,0.1377
180,centralized,cdp,0.1,3.5,9.072160738239363,0,30,0.1443
185,centralized,cdp,0.1,3.5,9.072160738239363,0,30,0.1385
190,centralized,cdp,0.1,3.5,9.072160738239363,0,30,0.1228
195,centralized,cdp,0.1,3.5,9.072160738239363,0,30,0.1122
200,centralized,cdp,0.1,3.5,9.072160738239363,0,30,0.118
205,centralized,cdp,0.1,3.5,9.072160738239363,0,30,0.1147
210,centralized,cdp,0.1,3.5,9.072160738239363,0,30,0.1132
215,centralized,cdp,0.1,3.5,9.072160738239363,0,30,0.1116
220,centralized,cdp,0.1,3.5,9.072160738239363,0,30,0.1212
225,centralized,cdp,0.1,3.5,9.072160738239363,0,30,0.1214
230,centralized,cdp,0.1,3.5,9.072160738239363,0,30,0.132
235,centralized,cdp,0.1,3.5,9.072160738239363,0,30,0.1387
240,centralized,cdp,0.1,3.5,9.072160738239363,0,30,0.1497
245,centralized,cdp,0.1,3.5,9.072160738239363,0,30,0.1652
250,centralized,cdp,0.1,3.5,9.072160738239363,0,30,0.151
255,centralized,cdp,0.1,3.5,9.072160738239363,0,30,0.141
260,centralized,cdp,0.1,3.5,9.072160738239363,0,30,0.1467
265,centralized,cdp,0.1,3.5,9.072160738239363,0,30,0.1771
270,centralized,cdp,0.1,3.5,9.072160738239363,0,30,0.1652
275,centralized,cdp,0.1,3.5,9.072160738239363,0,30,0.1681
280,centralized,cdp,0.1,3.5,9.072160738239363,0,30,0.176
285,centralized,cdp,0.1,3.5,9.072160738239363,0,30,0.1846
290,centralized,cdp,0.1,3.5,9.072160738239363,0,30,0.1952
295,centralized,cdp,0.1,3.5,9.072160738239363,0,30,0.2009
300,centralized,cdp,0.1,3.5,9.072160738239363,0,30,0.2098
305,centralized,cdp,0.1,3.5,9.072160738239363,0,30,0.191
310,centralized,cdp,0.1,3.5,9.072160738239363,0,30,0.2082
315,centralized,cdp,0.1,3.5,9.072160738239363,0,30,0.2261
320,centralized,cdp,0.1,3.5,9.072160738239363,0,30,0.2217
325,centralized,cdp,0.1,3.5,9.072160738239363,0,30,0.2127
330,centralized,cdp,0.1,3.5,9.072160738239363,0,30,0.2092
335,centralized,cdp,0.1,3.5,9.072160738239363,0,30,0.216
340,centralized,cdp,0.1,3.5,9.072160738239363,0,30,0.216
345,centralized,cdp,0.1,3.5,9.072160738239363,0,30,0.214
350,centralized,cdp,0.1,3.5,9.072160738239363,0,30,0.228
355,centralized,cdp,0.1,3.5,9.072160738239363,0,30,0.233
360,centralized,cdp,0.1,3.5,9.072160738239363,0,30,0.2401
365,centralized,cdp,0.1,3.5,9.072160738239363,0,30,0.2436
370,centralized,cdp,0.1,3.5,9.072160738239363,0,30,0.2273
375,centralized,cdp,0.1,3.5,9.072160738239363,0,30,0.2193
380,centralized,cdp,0.1,3.5,9.072160738239363,0,30,0.2315
385,centralized,cdp,0.1,3.5,9.072160738239363,0,30,0.235
390,centralized,cdp,0.1,3.5,9.072160738239363,0,30,0.2438
395,centralized,cdp,0.1,3.5,9.072160738239363,0,30,0.2405
400,centralized,cdp,0.1,3.5,9.072160738239363,0,30,0.2477
405,centralized,cdp,0.1,3.5,9.072160738239363,0,30,0.2179
410,centralized,cdp,0.1,3.5,9.072160738239363,0,30,0.2143
415,centralized,cdp,0.1,3.5,9.072160738239363,0,30,0.2252
420,centralized,cdp,0.1,3.5,9.072160738239363,0,30,0.2276
425,centralized,cdp,0.1,3.5,9.072160738239363,0,30,0.228
430,centralized,cdp,0.1,3.5,9.072160738239363,0,30,0.2297
435,centralized,cdp,0.1,3.5,9.072160738239363,0,30,0.244
440,centralized,cdp,0.1,3.5,9.072160738239363,0,30,0.2597
445,centralized,cdp,0.1,3.5,9.072160738239363,0,30,0.2393
450,centralized,cdp,0.1,3.5,9.072160738239363,0,30,0.2436
455,centralized,cdp,0.1,3.5,9.072160738239363,0,30,0.2179
460,centralized,cdp,0.1,3.5,9.072160738239363,0,30,0.2268
465,centralized,cdp,0.1,3.5,9.072160738239363,0,30,0.2162
470,centralized,cdp,0.1,3.5,9.072160738239363,0,30,0.2105
475,centralized,cdp,0.1,3.5,9.072160738239363,0,30,0.2042
480,centralized,cdp,0.1,3.5,9.072160738239363,0,30,0.2231
485,centralized,cdp,0.1,3.5,9.072160738239363,0,30,0.2224
490,centralized,cdp,0.1,3.5,9.072160738239363,0,30,0.2474
495,centralized,cdp,0.1,3.5,9.072160738239363,0,30,0.2243
500,centralized,cdp,0.1,3.5,9.072160738239363,0,30,0.2073
