,topology,lr,clip,sigma,sigma-cor,T,accuracy
19,ring,5.0,5.0,0.0123469387755102,0.2826553106212425,500,0.8649
14,ring,2.0,5.0,0.0123469387755102,0.2826553106212425,500,0.8777
18,ring,5.0,2.0,0.004938775510204,0.1130621242484969,500,0.8791
17,ring,5.0,1.5,0.003704081632653,0.0847965931863727,500,0.8831
9,ring,1.0,5.0,0.0123469387755102,0.2826553106212425,500,0.8906
0,ring,0.5,0.5,0.001234693877551,0.0282655310621242,500,0.8936
16,ring,5.0,1.0,0.002469387755102,0.0565310621242484,500,0.8963
13,ring,2.0,2.0,0.004938775510204,0.1130621242484969,500,0.9003
5,ring,1.0,0.5,0.001234693877551,0.0282655310621242,500,0.9038
1,ring,0.5,1.0,0.002469387755102,0.0565310621242484,500,0.9046
12,ring,2.0,1.5,0.003704081632653,0.0847965931863727,500,0.9057
4,ring,0.5,5.0,0.0123469387755102,0.2826553106212425,500,0.9061
2,ring,0.5,1.5,0.003704081632653,0.0847965931863727,500,0.9075
10,ring,2.0,0.5,0.001234693877551,0.0282655310621242,500,0.9095
15,ring,5.0,0.5,0.001234693877551,0.0282655310621242,500,0.9095
6,ring,1.0,1.0,0.002469387755102,0.0565310621242484,500,0.9097
3,ring,0.5,2.0,0.004938775510204,0.1130621242484969,500,0.9098
8,ring,1.0,2.0,0.004938775510204,0.1130621242484969,500,0.9107
11,ring,2.0,1.0,0.002469387755102,0.0565310621242484,500,0.9111
7,ring,1.0,1.5,0.003704081632653,0.0847965931863727,500,0.9115
