,topology,lr,clip,sigma,sigma-cor,T,accuracy
0,ring,0.5,0.5,0.001234693877551,0.0282655310621242,500,0.8936
1,ring,0.5,1.0,0.002469387755102,0.0565310621242484,500,0.9046
2,ring,0.5,1.5,0.003704081632653,0.0847965931863727,500,0.9075
3,ring,0.5,2.0,0.004938775510204,0.1130621242484969,500,0.9098
4,ring,0.5,5.0,0.0123469387755102,0.2826553106212425,500,0.9061
5,ring,1.0,0.5,0.001234693877551,0.0282655310621242,500,0.9038
6,ring,1.0,1.0,0.002469387755102,0.0565310621242484,500,0.9097
7,ring,1.0,1.5,0.003704081632653,0.0847965931863727,500,0.9115
8,ring,1.0,2.0,0.004938775510204,0.1130621242484969,500,0.9107
9,ring,1.0,5.0,0.0123469387755102,0.2826553106212425,500,0.8906
10,ring,2.0,0.5,0.001234693877551,0.0282655310621242,500,0.9095
11,ring,2.0,1.0,0.002469387755102,0.0565310621242484,500,0.9111
12,ring,2.0,1.5,0.003704081632653,0.0847965931863727,500,0.9057
13,ring,2.0,2.0,0.004938775510204,0.1130621242484969,500,0.9003
14,ring,2.0,5.0,0.0123469387755102,0.2826553106212425,500,0.8777
15,ring,5.0,0.5,0.001234693877551,0.0282655310621242,500,0.9095
16,ring,5.0,1.0,0.002469387755102,0.0565310621242484,500,0.8963
17,ring,5.0,1.5,0.003704081632653,0.0847965931863727,500,0.8831
18,ring,5.0,2.0,0.004938775510204,0.1130621242484969,500,0.8791
19,ring,5.0,5.0,0.0123469387755102,0.2826553106212425,500,0.8649
