,topology,lr,clip,momentum,sigma,sigma-cor,T,loss
7,grid,0.005,0.1,0.0,3.774265129364392,0,5000,0.14498888704595322
14,grid,0.05,0.01,0.0,0.3774265129364392,0,5000,0.14500524546741309
18,grid,0.1,0.01,0.0,0.3774265129364392,0,5000,0.1981294599469256
11,grid,0.01,0.1,0.0,3.774265129364392,0,5000,0.19829809296659645
3,grid,0.001,0.1,0.0,3.774265129364392,0,5000,0.2323200354206314
10,grid,0.01,0.01,0.0,0.3774265129364392,0,5000,0.23233211332225137
17,grid,0.1,0.001,0.0,0.03774265129364392,0,5000,0.23241567784474973
6,grid,0.005,0.01,0.0,0.3774265129364392,0,5000,0.2843589361614936
13,grid,0.05,0.001,0.0,0.03774265129364392,0,5000,0.2843863775455458
16,grid,0.1,0.0001,0.0,0.0037742651293643918,0,5000,0.3640209296725072
9,grid,0.01,0.001,0.0,0.03774265129364392,0,5000,0.36407599269187796
2,grid,0.001,0.01,0.0,0.3774265129364392,0,5000,0.36408095767047044
12,grid,0.05,0.0001,0.0,0.0037742651293643918,0,5000,0.3773389429152577
5,grid,0.005,0.001,0.0,0.03774265129364392,0,5000,0.3773757269587424
8,grid,0.01,0.0001,0.0,0.0037742651293643918,0,5000,0.38859238033535376
1,grid,0.001,0.001,0.0,0.03774265129364392,0,5000,0.3886028586632953
4,grid,0.005,0.0001,0.0,0.0037742651293643918,0,5000,0.3900319113362069
0,grid,0.001,0.0001,0.0,0.0037742651293643918,0,5000,0.39119929258729774
15,grid,0.05,0.1,0.0,3.774265129364392,0,5000,1.3950329320838561
19,grid,0.1,0.1,0.0,3.774265129364392,0,5000,6.238992135572371
